,zespol,slupek,nazwa_zespolu,id_ulicy,szer_geo,dlug_geo,kierunek,obowiazuje_od
0,1001,01,Kijowska,2201,52.248455,21.044827,al.Zieleniecka,2023-10-14 00:00:00.0
1,1001,02,Kijowska,2201,52.249078,21.044443,Ząbkowska,2023-10-14 00:00:00.0
2,1001,03,Kijowska,2201,52.248928,21.044169,al.Zieleniecka,2023-10-14 00:00:00.0
3,1001,04,Kijowska,2201,52.249969,21.041588,Ząbkowska,2023-10-14 00:00:00.0
4,1001,05,Kijowska,1203,52.250319,21.043861,al.Zieleniecka,2023-10-14 00:00:00.0
5,1001,06,Kijowska,1203,52.250078,21.043848,Dw.Wschodni (Kijowska),2023-10-14 00:00:00.0
6,1001,07,Kijowska,1203,52.250228,21.043690,Ząbkowska,2023-10-14 00:00:00.0
7,1001,08,Kijowska,1203,52.249944,21.044087,Dw.Wschodni (Kijowska),2023-10-14 00:00:00.0
8,1001,88,Kijowska,1203,52.249944,21.044087,Dw.Wschodni (Kijowska),2023-10-14 00:00:00.0
9,1002,01,Ząbkowska,2201,52.251325,21.038457,Kijowska,2023-10-14 00:00:00.0
10,1002,02,Ząbkowska,2201,52.251790,21.038592,Dw.Wileński,2023-10-14 00:00:00.0
11,1002,03,Ząbkowska,2201,52.251583,21.038448,Kijowska,2023-10-14 00:00:00.0
12,1002,04,Ząbkowska,2201,52.251944,21.037888,Dw.Wileński,2023-10-14 00:00:00.0
13,1002,06,Ząbkowska,2201,52.253108,21.036732,Dw.Wileński,2023-10-14 00:00:00.0
14,1003,01,Dw.Wileński,2201,52.253739,21.035454,Ząbkowska,2023-10-14 00:00:00.0
15,1003,02,Dw.Wileński,2201,52.255298,21.034611,Wileńska,2023-10-14 00:00:00.0
16,1003,03,Dw.Wileński,0123,52.254118,21.033248,Park Praski,2023-10-14 00:00:00.0
17,1003,04,Dw.Wileński,0123,52.255099,21.036174,Szwedzka,2023-10-14 00:00:00.0
18,1003,05,Dw.Wileński,0123,52.254287,21.033324,Park Praski,2023-10-14 00:00:00.0
19,1003,06,Dw.Wileński,0123,52.256048,21.038309,______________________________,2023-10-14 00:00:00.0
20,1003,07,Dw.Wileński,2201,52.253857,21.035613,Ząbkowska,2023-10-14 00:00:00.0
21,1003,08,Dw.Wileński,2201,52.255370,21.034193,11 Listopada,2023-10-14 00:00:00.0
22,1003,09,Dw.Wileński,2501,52.255999,21.035241,Targowa,2023-10-14 00:00:00.0
23,1003,10,Dw.Wileński,2501,52.255856,21.035227,______________________________,2023-10-14 00:00:00.0
24,1003,11,Dw.Wileński,null,52.256139,21.035580,null,2023-10-14 00:00:00.0
25,1003,12,Dw.Wileński,2501,52.255985,21.035521,______________________________,2023-10-14 00:00:00.0
26,1003,13,Dw.Wileński,null,52.256291,21.035926,null,2023-10-14 00:00:00.0
27,1003,14,Dw.Wileński,2501,52.256246,21.036138,______________________________,2023-10-14 00:00:00.0
28,1003,71,Dw.Wileński,null,52.252163,21.034572,null,2023-10-14 00:00:00.0
29,1003,72,Dw.Wileński,null,52.252959,21.036882,null,2023-10-14 00:00:00.0
30,1003,73,Dw.Wileński,null,52.251864,21.035170,null,2023-10-14 00:00:00.0
31,1004,01,Ratuszowa-ZOO,1101,52.256614,21.028536,Dw.Wileński,2023-10-14 00:00:00.0
32,1004,02,Ratuszowa-ZOO,1101,52.257011,21.028103,pl.Hallera,2023-10-14 00:00:00.0
33,1004,03,Ratuszowa-ZOO,1101,52.255617,21.030154,______________________________,2023-10-14 00:00:00.0
34,1004,04,Ratuszowa-ZOO,null,52.255951,21.027758,null,2023-10-14 00:00:00.0
35,1004,05,Ratuszowa-ZOO,null,52.255816,21.029591,Ratuszowa,2023-10-14 00:00:00.0
36,1004,06,Ratuszowa-ZOO,null,52.255522,21.029812,______________________________,2023-10-14 00:00:00.0
37,1004,71,Ratuszowa-ZOO,null,52.255870,21.029455,______________________________,2023-10-14 00:00:00.0
38,1005,01,pl.Hallera,1101,52.258094,21.027097,św.Cyryla i Metodego,2023-10-14 00:00:00.0
39,1005,02,pl.Hallera,1101,52.260034,21.024845,______________________________,2023-10-14 00:00:00.0
40,1005,03,pl.Hallera,1101,52.259193,21.025233,Ratuszowa-ZOO,2023-10-14 00:00:00.0
41,1005,04,pl.Hallera,1101,52.259014,21.025523,rondo Starzyńskiego,2023-10-14 00:00:00.0
42,1005,05,pl.Hallera,0012,52.259699,21.025992,rondo Starzyńskiego,2023-10-14 00:00:00.0
43,1005,06,pl.Hallera,0012,52.259900,21.028465,Dąbrowszczaków,2023-10-14 00:00:00.0
44,1005,07,pl.Hallera,0012,52.261451,21.029709,Jagiellońska,2023-10-14 00:00:00.0
45,1005,08,pl.Hallera,0012,52.260974,21.030804,Dąbrowszczaków,2023-10-14 00:00:00.0
46,1005,09,pl.Hallera,0012,52.259662,21.027361,Dąbrowszczaków,2023-10-14 00:00:00.0
47,1005,10,pl.Hallera,0012,52.259771,21.027364,______________________________,2023-10-14 00:00:00.0
48,1005,11,pl.Hallera,0012,52.259600,21.027130,Dąbrowszczaków,2023-10-14 00:00:00.0
49,1005,12,pl.Hallera,null,52.259870,21.026924,null,2023-10-14 00:00:00.0
50,1005,18,pl.Hallera,0012,52.259927,21.027177,Dąbrowszczaków,2023-10-14 00:00:00.0
51,1006,01,rondo Starzyńskiego,2001,52.263615,21.019547,Wybrzeże Helskie,2023-10-14 00:00:00.0
52,1006,02,rondo Starzyńskiego,2001,52.263264,21.020062,Namysłowska,2023-10-14 00:00:00.0
53,1006,03,rondo Starzyńskiego,2001,52.263453,21.019762,Wybrzeże Helskie,2023-10-14 00:00:00.0
54,1006,04,rondo Starzyńskiego,2001,52.263465,21.020062,Namysłowska,2023-10-14 00:00:00.0
55,1006,05,rondo Starzyńskiego,1101,52.262662,21.021315,pl.Hallera,2023-10-14 00:00:00.0
56,1006,06,rondo Starzyńskiego,1101,52.263170,21.021048,Starzyńskiego,2023-10-14 00:00:00.0
57,1006,07,rondo Starzyńskiego,2001,52.264116,21.022528,Wybrzeże Helskie,2023-10-14 00:00:00.0
58,1006,08,rondo Starzyńskiego,2001,52.264224,21.022909,Namysłowska,2023-10-14 00:00:00.0
59,1006,09,rondo Starzyńskiego,1101,52.262572,21.021846,pl.Hallera,2023-10-14 00:00:00.0
60,1006,10,rondo Starzyńskiego,1101,52.262745,21.022003,Starzyńskiego,2023-10-14 00:00:00.0
61,1006,12,rondo Starzyńskiego,2001,52.264087,21.023168,Namysłowska,2023-10-14 00:00:00.0
62,1007,01,Golędzinów,1101,52.266656,21.020014,rondo Starzyńskiego,2023-10-14 00:00:00.0
63,1007,02,Golędzinów,1101,52.266819,21.020003,PIMot,2023-10-14 00:00:00.0
64,1007,03,Golędzinów,1101,52.266739,21.020309,rondo Starzyńskiego,2023-10-14 00:00:00.0
65,1007,04,Golędzinów,1101,52.266724,21.020689,PIMot,2023-10-14 00:00:00.0
66,1008,01,PIMot,1101,52.269904,21.017729,rondo Starzyńskiego,2023-10-14 00:00:00.0
67,1008,02,PIMot,1101,52.270821,21.017146,Śliwice,2023-10-14 00:00:00.0
68,1008,03,PIMot,1101,52.270517,21.016711,Golędzinów,2023-10-14 00:00:00.0
69,1008,04,PIMot,1101,52.270007,21.017369,Batalionu Platerówek,2023-10-14 00:00:00.0
70,1009,01,Batalionu Platerówek,1101,52.273735,21.014418,PIMot,2023-10-14 00:00:00.0
71,1009,02,Batalionu Platerówek,1101,52.273851,21.014401,Śliwice,2023-10-14 00:00:00.0
72,1010,01,Śliwice,1101,52.278146,21.011972,PIMot,2023-10-14 00:00:00.0
73,1010,02,Śliwice,1101,52.278418,21.012260,Budzińskiej-Tylickiej,2023-10-14 00:00:00.0
74,1010,03,Śliwice,1101,52.278018,21.011818,Batalionu Platerówek,2023-10-14 00:00:00.0
75,1010,04,Śliwice,1101,52.278304,21.011682,Budzińskiej-Tylickiej,2023-10-14 00:00:00.0
76,1011,01,Budzińskiej-Tylickiej,1101,52.282073,21.009617,Śliwice,2023-10-14 00:00:00.0
77,1011,02,Budzińskiej-Tylickiej,1101,52.281939,21.010061,Dyrekcja FSO,2023-10-14 00:00:00.0
78,1011,03,Budzińskiej-Tylickiej,1101,52.281954,21.009401,Śliwice,2023-10-14 00:00:00.0
79,1011,04,Budzińskiej-Tylickiej,1101,52.282102,21.009361,Dyrekcja FSO,2023-10-14 00:00:00.0
80,1012,01,Dyrekcja FSO,1101,52.286644,21.006507,Budzińskiej-Tylickiej,2023-10-14 00:00:00.0
81,1012,02,Dyrekcja FSO,1101,52.286790,21.006862,Żerań FSO,2023-10-14 00:00:00.0
82,1012,03,Dyrekcja FSO,1101,52.287093,21.005765,Budzińskiej-Tylickiej,2023-10-14 00:00:00.0
83,1012,04,Dyrekcja FSO,1101,52.286796,21.006136,Żerań FSO,2023-10-14 00:00:00.0
84,1013,01,Żerań FSO,1101,52.289797,21.003259,Dyrekcja FSO,2023-10-14 00:00:00.0
85,1013,02,Żerań FSO,1514,52.293770,20.999712,Kanał Żerański,2023-10-14 00:00:00.0
86,1013,03,Żerań FSO,2205,52.290679,21.002777,most Grota-Roweckiego,2023-10-14 00:00:00.0
87,1013,04,Żerań FSO,2205,52.290331,21.003379,PKP Toruńska,2023-10-14 00:00:00.0
88,1013,05,Żerań FSO,1101,52.290408,21.002175,Dyrekcja FSO,2023-10-14 00:00:00.0
89,1013,06,Żerań FSO,null,52.290496,21.002229,Dyrekcja FSO,2023-10-14 00:00:00.0
90,1013,07,Żerań FSO,1101,52.290526,21.002311,Dyrekcja FSO,2023-10-14 00:00:00.0
91,1013,08,Żerań FSO,1101,52.290052,21.002401,Dyrekcja FSO,2023-10-14 00:00:00.0
92,1013,09,Żerań FSO,1514,52.291140,21.000905,Kanał Żerański,2023-10-14 00:00:00.0
93,1013,10,Żerań FSO,1514,52.291224,21.000818,Kanał Żerański,2023-10-14 00:00:00.0
94,1013,11,Żerań FSO,1514,52.291324,21.000759,Kanał Żerański,2023-10-14 00:00:00.0
95,1013,12,Żerań FSO,1514,52.291396,21.000301,PKP Toruńska,2023-10-14 00:00:00.0
96,1013,13,Żerań FSO,1514,52.291486,21.000238,Żerań FSO,2023-10-14 00:00:00.0
97,1013,14,Żerań FSO,1514,52.291485,21.001030,Kanał Żerański,2023-10-14 00:00:00.0
98,1014,01,EC Żerań,1514,52.295347,20.997471,Żerań FSO,2023-10-14 00:00:00.0
99,1015,01,Kanał Żerański,1514,52.299240,20.993479,EC Żerań,2023-10-14 00:00:00.0
100,1015,02,Kanał Żerański,1514,52.299583,20.993503,Konwaliowa,2023-10-14 00:00:00.0
101,1016,01,Konwaliowa,1514,52.302715,20.989802,Kanał Żerański,2023-10-14 00:00:00.0
102,1016,02,Konwaliowa,1514,52.304190,20.988688,Płochocińska,2023-10-14 00:00:00.0
103,1016,03,Konwaliowa,2844,52.303160,20.988337,null,2023-10-14 00:00:00.0
104,1017,01,Płochocińska,1514,52.307248,20.983925,Konwaliowa,2023-10-14 00:00:00.0
105,1017,02,Płochocińska,1514,52.308804,20.982744,Ekspresowa,2023-10-14 00:00:00.0
106,1017,04,Płochocińska,1839,52.308290,20.984730,Wartka,2023-10-14 00:00:00.0
107,1018,01,Ekspresowa,1514,52.311634,20.978492,Płochocińska,2023-10-14 00:00:00.0
108,1018,02,Ekspresowa,1514,52.313136,20.977930,Obrazkowa,2023-10-14 00:00:00.0
109,1018,04,Ekspresowa,0604,52.312649,20.979228,Polfa,2023-10-14 00:00:00.0
110,1019,01,Obrazkowa,1514,52.315476,20.975587,Ekspresowa,2023-10-14 00:00:00.0
111,1019,02,Obrazkowa,1514,52.317148,20.975301,Białołęka-Ratusz,2023-10-14 00:00:00.0
112,1019,03,Obrazkowa,1992,52.315760,20.973115,Świderska,2023-10-14 00:00:00.0
113,1020,01,Białołęka-Ratusz,1514,52.320610,20.972121,Obrazkowa,2023-10-14 00:00:00.0
114,1020,02,Białołęka-Ratusz,1514,52.321859,20.971791,Braci Zawadzkich,2023-10-14 00:00:00.0
115,1020,03,Białołęka-Ratusz,2108,52.320584,20.970690,Milenijna,2023-10-14 00:00:00.0
116,1021,01,Drogowa,1514,52.326982,20.967982,Braci Zawadzkich,2023-10-14 00:00:00.0
117,1021,02,Drogowa,1514,52.327786,20.968033,Klasyków,2023-10-14 00:00:00.0
118,1022,01,Klasyków,1514,52.330805,20.965765,Drogowa,2023-10-14 00:00:00.0
119,1022,02,Klasyków,1514,52.331974,20.965363,Henryków,2023-10-14 00:00:00.0
120,1022,04,Klasyków,1233,52.331801,20.966780,Krokwi,2023-10-14 00:00:00.0
121,1022,52,Klasyków,null,52.332155,20.965141,null,2023-10-14 00:00:00.0
122,1023,01,Henryków,1514,52.334167,20.962165,Klasyków,2023-10-14 00:00:00.0
123,1023,02,Henryków,1514,52.335592,20.961119,Żiżki,2023-10-14 00:00:00.0
124,1023,03,Henryków,1517,52.333901,20.960209,Chęcińska,2023-10-14 00:00:00.0
125,1023,04,Henryków,1517,52.335386,20.962403,Czeremchowa,2023-10-14 00:00:00.0
126,1024,01,Żiżki,1514,52.337473,20.958266,Henryków,2023-10-14 00:00:00.0
127,1024,02,Żiżki,1514,52.338710,20.957452,Poetów,2023-10-14 00:00:00.0
128,1025,01,Poetów,1514,52.343160,20.951680,Winnica,2023-10-14 00:00:00.0
129,1025,02,Poetów,1514,52.344206,20.951369,Dąbrówka Szlachecka,2023-10-14 00:00:00.0
130,1025,04,Poetów,1879,52.343828,20.952386,Animuszu,2023-10-14 00:00:00.0
131,1025,52,Poetów,null,52.344301,20.951270,null,2023-10-14 00:00:00.0
132,1026,01,Dąbrówka Szlachecka,1514,52.346283,20.949042,Henryków,2023-10-14 00:00:00.0
133,1026,02,Dąbrówka Szlachecka,1514,52.347733,20.948461,Aluzyjna,2023-10-14 00:00:00.0
134,1027,01,Buków,1514,52.355420,20.941415,Aluzyjna,2023-10-14 00:00:00.0
135,1027,02,Buków,1514,52.356470,20.940964,Buchnik,2023-10-14 00:00:00.0
136,1027,03,Buków,1854,52.355433,20.939958,Gąsiorowskiej,2023-10-14 00:00:00.0
137,1027,04,Buków,1514,52.356339,20.941323,Dębowa,2023-10-14 00:00:00.0
138,1028,01,Dw.Wschodni (Kijowska),1203,52.252780,21.049991,Targowa,2023-10-14 00:00:00.0
139,1028,02,Dw.Wschodni (Kijowska),1203,52.252981,21.050758,Zajezdnia Praga,2023-10-14 00:00:00.0
140,1028,03,Dw.Wschodni (Kijowska),1203,52.252881,21.052101,Ząbkowska,2023-10-14 00:00:00.0
141,1028,04,Dw.Wschodni (Kijowska),1203,52.252766,21.051751,Ząbkowska,2023-10-14 00:00:00.0
142,1028,05,Dw.Wschodni (Kijowska),1203,52.252538,21.051028,Ząbkowska,2023-10-14 00:00:00.0
143,1028,06,Dw.Wschodni (Kijowska),1203,52.252956,21.052035,Kijowska,2023-10-14 00:00:00.0
144,1028,07,Dw.Wschodni (Kijowska),1203,52.252847,21.051689,Ząbkowska,2023-10-14 00:00:00.0
145,1028,08,Dw.Wschodni (Kijowska),1203,52.253126,21.051878,______________________________,2023-10-14 00:00:00.0
146,1028,09,Dw.Wschodni (Kijowska),1203,52.253024,21.051529,______________________________,2023-10-14 00:00:00.0
147,1028,10,Dw.Wschodni (Kijowska),1203,52.252804,21.050848,______________________________,2023-10-14 00:00:00.0
148,1028,11,Dw.Wschodni (Kijowska),1203,52.253025,21.050033,Targowa,2023-10-14 00:00:00.0
149,1028,12,Dw.Wschodni (Kijowska),1203,52.253030,21.052550,______________________________,2023-10-14 00:00:00.0
150,1028,13,Dw.Wschodni (Kijowska),1203,52.252387,21.050526,______________________________,2023-10-14 00:00:00.0
151,1028,15,Dw.Wschodni (Kijowska),1203,52.252829,21.049945,Targowa,2023-10-14 00:00:00.0
152,1028,16,Dw.Wschodni (Kijowska),2236,52.254257,21.055520,Młyn Michla,2023-10-14 00:00:00.0
153,1028,71,Dw.Wschodni (Kijowska),1203,52.254081,21.054371,______________________________,2023-10-14 00:00:00.0
154,1028,72,Dw.Wschodni (Kijowska),null,52.253321,21.051071,null,2023-11-01 00:00:00.0
155,1029,01,Zajezdnia Praga,1202,52.256488,21.053229,Dw.Wschodni (Kijowska),2023-10-14 00:00:00.0
156,1029,02,Zajezdnia Praga,0124,52.256047,21.052793,Wojnicka,2023-10-14 00:00:00.0
157,1030,01,Wojnicka,1202,52.257407,21.056336,Zajezdnia Praga,2023-10-14 00:00:00.0
158,1030,02,Wojnicka,1202,52.257021,21.055144,Kawęczyńska-Bazylika,2023-10-14 00:00:00.0
159,1031,01,Kawęczyńska-Bazylika,1202,52.258274,21.059237,Wojnicka,2023-10-14 00:00:00.0
160,1031,02,Kawęczyńska-Bazylika,1202,52.258155,21.059643,Wojnicka,2023-10-14 00:00:00.0
161,1031,03,Kawęczyńska-Bazylika,1202,52.258106,21.059661,Wojnicka,2023-10-14 00:00:00.0
162,1032,01,Markowska,2608,52.254576,21.044862,Targowa,2023-10-14 00:00:00.0
163,1032,02,Markowska,2608,52.253935,21.042536,Korsaka,2023-10-14 00:00:00.0
164,1033,01,Korsaka,1909,52.256384,21.050026,Markowska,2023-10-14 00:00:00.0
165,1033,02,Korsaka,2608,52.255108,21.048532,Śnieżna,2023-10-14 00:00:00.0
166,1034,01,Śnieżna,1909,52.259741,21.052788,Korsaka,2023-10-14 00:00:00.0
167,1034,02,Śnieżna,1909,52.258777,21.052190,Wołomińska,2023-10-14 00:00:00.0
168,1035,01,Naczelnikowska,1613,52.263438,21.057143,Wołomińska,2023-10-14 00:00:00.0
169,1035,02,Naczelnikowska,1613,52.263298,21.057105,Księcia Ziemowita,2023-10-14 00:00:00.0
170,1036,01,Siarczana,2609,52.262169,21.063721,Księcia Ziemowita,2023-10-14 00:00:00.0
171,1036,02,Siarczana,2609,52.261393,21.066248,Zabraniecka-Magazyny,2023-10-14 00:00:00.0
172,1036,03,Siarczana,2236,52.261399,21.064340,Młyn Michla,2023-10-14 00:00:00.0
173,1037,01,Zabraniecka-Magazyny,2609,52.261176,21.067406,Siarczana,2023-10-14 00:00:00.0
174,1037,02,Zabraniecka-Magazyny,2609,52.260944,21.068113,Zabraniecka-Bocznica,2023-10-14 00:00:00.0
175,1038,01,Zabraniecka-Bocznica,2609,52.260757,21.071933,Zabraniecka-Magazyny,2023-10-14 00:00:00.0
176,1038,02,Zabraniecka-Bocznica,2609,52.260785,21.073665,Księżnej Anny,2023-10-14 00:00:00.0
177,1039,01,Księżnej Anny,2609,52.260909,21.075939,Zabraniecka-Bocznica,2023-10-14 00:00:00.0
178,1039,02,Księżnej Anny,2609,52.260617,21.077580,Matuszewska,2023-10-14 00:00:00.0
179,1039,03,Księżnej Anny,2991,52.261307,21.077520,Nieświeska,2023-10-14 00:00:00.0
180,1040,01,Matuszewska,2609,52.260428,21.083880,Księżnej Anny,2023-10-14 00:00:00.0
181,1040,02,Matuszewska,2609,52.260539,21.085718,Łubinowa,2023-10-14 00:00:00.0
182,1041,01,Zabraniecka,2609,52.260747,21.087538,Matuszewska,2023-10-14 00:00:00.0
183,1041,02,Zabraniecka,2609,52.260575,21.089473,Łubinowa,2023-10-14 00:00:00.0
184,1041,04,Zabraniecka,2301,52.261372,21.088605,Utrata-Urząd Celny,2023-10-14 00:00:00.0
185,1042,01,Łubinowa,2609,52.260457,21.094609,Matuszewska,2023-10-14 00:00:00.0
186,1042,02,Łubinowa,2609,52.260275,21.096573,Utrata,2023-10-14 00:00:00.0
187,1043,01,Utrata,2609,52.260614,21.100661,Łubinowa,2023-10-14 00:00:00.0
188,1044,01,Utrata-Urząd Celny,2301,52.264701,21.093459,Matuszewska,2023-10-14 00:00:00.0
189,1044,02,Utrata-Urząd Celny,2301,52.264549,21.093224,Łubinowa,2023-10-14 00:00:00.0
190,1045,01,Chemiczna,1240,52.263725,21.063213,Zabraniecka,2023-10-14 00:00:00.0
191,1045,02,Chemiczna,1240,52.263887,21.063816,Hutnicza,2023-10-14 00:00:00.0
192,1046,01,Hutnicza,1240,52.265535,21.067592,Chemiczna,2023-10-14 00:00:00.0
193,1046,02,Hutnicza,1240,52.266190,21.069329,Rzeczna,2023-10-14 00:00:00.0
194,1047,01,Rzeczna,1240,52.267334,21.071830,Hutnicza,2023-10-14 00:00:00.0
195,1047,02,Rzeczna,1240,52.268134,21.074056,Bukowiecka,2023-10-14 00:00:00.0
196,1047,03,Rzeczna,1975,52.268438,21.072278,Radzymińska,2023-10-14 00:00:00.0
197,1047,04,Rzeczna,2990,52.267080,21.073577,Nieświeska,2023-10-14 00:00:00.0
198,1048,01,Bukowiecka,1240,52.269907,21.077962,Rzeczna,2023-10-14 00:00:00.0
199,1048,02,Bukowiecka,2039,52.270670,21.080010,Krzewna,2023-10-14 00:00:00.0
200,1049,01,Jesiotrowa,2039,52.273810,21.087157,Wierna,2023-10-14 00:00:00.0
201,1049,02,Jesiotrowa,null,52.273740,21.087380,null,2023-10-14 00:00:00.0
202,1050,01,Lniana,0249,52.273543,21.091219,Jesiotrowa,2023-10-14 00:00:00.0
203,1050,02,Lniana,0249,52.272916,21.091739,Elsnerów,2023-10-14 00:00:00.0
204,1051,01,Elsnerów,0249,52.270976,21.093753,Lniana,2023-10-14 00:00:00.0
205,1052,01,Rzeszotarskiej,0123,52.257087,21.040029,Dw.Wileński,2023-10-14 00:00:00.0
206,1052,02,Rzeszotarskiej,0123,52.257499,21.041521,Szwedzka,2023-10-14 00:00:00.0
207,1053,01,Szwedzka,0123,52.259866,21.046369,Rzeszotarskiej,2023-10-14 00:00:00.0
208,1053,02,Szwedzka,0123,52.259525,21.046243,Piotra Skargi,2023-10-14 00:00:00.0
209,1053,04,Szwedzka,2017,52.261616,21.045639,Stalowa,2023-10-14 00:00:00.0
210,1053,05,Szwedzka,2002,52.261531,21.044290,Szwedzka,2023-10-14 00:00:00.0
211,1053,07,Szwedzka,2017,52.261020,21.046148,"al.""Solidarności""",2023-10-14 00:00:00.0
212,1054,01,Piotra Skargi,1909,52.266532,21.058383,PKP Targówek,2023-10-14 00:00:00.0
213,1054,02,Piotra Skargi,1909,52.266587,21.058880,Gorzykowska,2023-10-14 00:00:00.0
214,1055,01,Gorzykowska,1909,52.268593,21.060081,Piotra Skargi,2023-10-14 00:00:00.0
215,1055,02,Gorzykowska,1909,52.269527,21.061291,Bieżuńska,2023-10-14 00:00:00.0
216,1055,04,Gorzykowska,0816,52.269354,21.059748,Myszkowska,2023-10-14 00:00:00.0
217,1056,01,Bieżuńska,1909,52.272327,21.063163,Gorzykowska,2023-10-14 00:00:00.0
218,1056,02,Bieżuńska,1909,52.273342,21.064440,gen.Rozwadowskiego,2023-10-14 00:00:00.0
219,1056,03,Bieżuńska,2206,52.273412,21.061808,Metro Trocka,2023-10-14 00:00:00.0
220,1056,83,Bieżuńska,null,52.273412,21.061808,null,2023-10-14 00:00:00.0
221,1057,01,Jórskiego,1909,52.276400,21.066470,gen.Rozwadowskiego,2023-10-14 00:00:00.0
222,1057,02,Jórskiego,1909,52.277512,21.067813,Kościeliska,2023-10-14 00:00:00.0
223,1057,04,Jórskiego,1103,52.277167,21.066325,Łokietka,2023-10-14 00:00:00.0
224,1057,51,Jórskiego,null,52.277829,21.067690,null,2023-10-14 00:00:00.0
225,1057,53,Jórskiego,null,52.277074,21.066460,null,2023-10-14 00:00:00.0
226,1058,01,Kościeliska,1909,52.279579,21.069075,Jórskiego,2023-10-14 00:00:00.0
227,1058,02,Kościeliska,1909,52.281107,21.070773,Tużycka,2023-10-14 00:00:00.0
228,1058,04,Kościeliska,2224,52.280063,21.070686,Krzesiwa,2023-10-14 00:00:00.0
229,1059,01,Tużycka,1909,52.282864,21.071784,Kościeliska,2023-10-14 00:00:00.0
230,1059,02,Tużycka,1909,52.284455,21.073540,Młodzieńcza,2023-10-14 00:00:00.0
231,1060,01,Młodzieńcza,1909,52.286336,21.074692,Tużycka,2023-10-14 00:00:00.0
232,1060,02,Młodzieńcza,1512,52.287382,21.074856,Codzienna,2023-10-14 00:00:00.0
233,1060,03,Młodzieńcza,1404,52.286622,21.076729,Potulicka,2023-10-14 00:00:00.0
234,1060,04,Młodzieńcza,1909,52.287747,21.076190,Krynoliny,2023-10-14 00:00:00.0
235,1061,01,Codzienna,1512,52.290664,21.069807,Radzymińska,2023-10-14 00:00:00.0
236,1061,02,Codzienna,1512,52.290255,21.070583,św.Wincentego,2023-10-14 00:00:00.0
237,1062,01,Bohuszewiczówny,1214,52.292078,21.061719,Codzienna,2023-10-14 00:00:00.0
238,1062,02,Bohuszewiczówny,1214,52.292155,21.060605,Przy Grodzisku,2023-10-14 00:00:00.0
239,1063,01,Blokowa,0310,52.286228,21.063395,Metro Zacisze,2023-10-14 00:00:00.0
240,1063,02,Blokowa,0310,52.285954,21.063051,Czerwińska,2023-10-14 00:00:00.0
241,1063,52,Blokowa,null,52.286335,21.064000,null,2023-10-14 00:00:00.0
242,1063,71,Blokowa,null,52.285582,21.063228,null,2023-10-14 00:00:00.0
243,1064,01,Lewinów,1404,52.286596,21.086548,Potulicka,2023-10-14 00:00:00.0
244,1064,02,Lewinów,1404,52.286305,21.089552,Klamrowa,2023-10-14 00:00:00.0
245,1064,03,Lewinów,1404,52.286555,21.087869,Potulicka,2023-10-14 00:00:00.0
246,1065,01,Klamrowa,1404,52.286357,21.093364,Lewinów,2023-10-14 00:00:00.0
247,1065,02,Klamrowa,1404,52.286120,21.095206,----------- ZĄBKI ------------,2023-10-14 00:00:00.0
248,1066,01,Inżynierska,1001,52.258429,21.034529,11 Listopada,2023-10-14 00:00:00.0
249,1066,02,Inżynierska,1301,52.257882,21.034661,Stalowa,2023-10-14 00:00:00.0
250,1066,03,Inżynierska,1301,52.257610,21.034170,Targowa,2023-10-14 00:00:00.0
251,1066,04,Inżynierska,1301,52.257977,21.034632,Stalowa,2023-10-14 00:00:00.0
252,1066,05,Inżynierska,2002,52.258332,21.035712,Dąbrowszczaków,2023-10-14 00:00:00.0
253,1066,06,Inżynierska,1904,52.258393,21.033340,Dąbrowszczaków,2023-10-14 00:00:00.0
254,1066,81,Inżynierska,null,52.258429,21.034529,11 Listopada,2023-10-14 00:00:00.0
255,1067,01,Konopacka,2002,52.259464,21.039320,Inżynierska,2023-10-14 00:00:00.0
256,1067,02,Konopacka,2002,52.259611,21.039768,Środkowa,2023-10-14 00:00:00.0
257,1067,82,Konopacka,2002,52.259611,21.039768,Środkowa,2023-10-14 00:00:00.0
258,1068,01,Środkowa,2501,52.259169,21.042536,Czynszowa,2023-10-14 00:00:00.0
259,1069,01,Czynszowa,0301,52.260132,21.042926,Konopacka,2023-10-14 00:00:00.0
260,1069,02,Czynszowa,null,52.260210,21.042786,null,2023-10-14 00:00:00.0
261,1070,01,Kamienna,2017,52.264551,21.042194,Stalowa,2023-10-14 00:00:00.0
262,1070,02,Kamienna,2017,52.265376,21.041338,11 Listopada,2023-10-14 00:00:00.0
263,1070,52,Kamienna,null,52.265879,21.040727,null,2023-10-14 00:00:00.0
264,1071,01,Bródnowska,1301,52.263766,21.038261,Namysłowska,2023-10-14 00:00:00.0
265,1071,02,Bródnowska,1301,52.264222,21.038481,rondo Żaba,2023-10-14 00:00:00.0
266,1072,01,Harnasie,1904,52.260370,21.035886,Inżynierska,2023-10-14 00:00:00.0
267,1072,51,Harnasie,null,52.261367,21.036377,null,2023-10-14 00:00:00.0
268,1074,02,Darwina,1611,52.264094,21.033050,Starzyńskiego,2023-10-14 00:00:00.0
269,1075,01,Namysłowska,2001,52.266818,21.030033,rondo Starzyńskiego,2023-10-14 00:00:00.0
270,1075,02,Namysłowska,2001,52.266809,21.031305,rondo Żaba,2023-10-14 00:00:00.0
271,1075,03,Namysłowska,2001,52.266882,21.030764,rondo Starzyńskiego,2023-10-14 00:00:00.0
