,Lines,Lon,VehicleNumber,Time,Lat,Brigade,Speed
21209,186,20.996349,9952,2024-02-19 10:24:32,52.296909,11,55.317774200284674
5301,186,20.957968,9954,2024-02-19 10:20:04,52.242512,12,54.70157911992168
7069,186,20.95779,9954,2024-02-19 10:20:39,52.246963,12,50.92220243674207
15906,186,20.952652,9954,2024-02-19 10:23:34,52.261028,12,52.084888444941434
42427,186,20.989136,9954,2024-02-19 10:31:14,52.284367,12,60.21373988209099
44194,186,20.994354,9954,2024-02-19 10:31:44,52.286728,12,52.97698927762314
45962,186,21.000404,9954,2024-02-19 10:32:19,52.289135,12,50.49125509045943
49500,186,20.999483,9954,2024-02-19 10:33:24,52.294117,12,74.3466299347437
51269,186,20.994442,9954,2024-02-19 10:33:59,52.298687,12,63.0494689215803
53037,186,20.990145,9954,2024-02-19 10:34:32,52.302914,12,60.374881114727174
3535,114,21.00407,9955,2024-02-19 10:19:14,52.291092,6,51.31187919525771
