,Lines,Lon,VehicleNumber,Time,Lat,Brigade,nearest_stop,distance_to_stop,is_at_stop
0,219,21.187831,1000,2024-02-19 10:18:49,52.183979,1,2043,9.849486752210774,yes
1,219,21.1025036,1001,2024-02-19 10:19:06,52.2227523,3,2148,13.88133539154847,yes
2,213,21.116943,1002,2024-02-19 02:57:59,52.234666,1,R-10,199.49783392468206,no
3,219,21.1094618,1003,2024-02-19 10:19:04,52.2166761,2,2421,9.758790750445279,yes
4,213,21.102139,1004,2024-02-19 10:18:59,52.222619,3,2148,23.849775643536145,no
5,213,21.1727388,1005,2024-02-19 10:19:06,52.1883365,4,2373,18.209812673046773,no
6,119,21.114108,1006,2024-02-19 07:03:08,52.234278,3,R-10,35.761676375438775,no
7,213,21.2071543,1007,2024-02-19 10:19:09,52.1829531,1,2179,17.60046931415456,no
8,L-8,20.9376298,10071,2024-02-19 10:19:09,52.394668,1,,,no
9,L31,21.0337351,10072,2024-02-19 10:19:06,52.4242733,1,,,no
10,L49,20.9424076,10073,2024-02-19 10:19:06,52.348514,1,1317,27.97686452212129,no
11,L24,21.0436911,10074,2024-02-19 10:19:06,52.0604633,696,3729,17.409120210722634,no
12,L-8,21.0572733,10075,2024-02-19 10:19:07,52.4100706,02,,,no
13,311,21.0805,1008,2024-02-19 10:19:08,52.2415858,502,,,no
14,213,21.097252,1009,2024-02-19 10:19:08,52.2268943,2,2149,188.1715798913597,no
15,311,21.1026283,1010,2024-02-19 10:19:12,52.2224083,501,,,no
16,213,21.114953,1011,2024-02-14 18:50:46,52.234814,2,R-10,105.77405028745797,no
17,213,21.188758,1012,2024-02-19 10:18:52,52.14985,5,2057,3.6992282483056886,yes
18,196,21.115078,1013,2024-02-19 09:50:04,52.234633,03,2070,3989.4939302210614,no
19,311,21.073408,1014,2024-02-19 10:19:07,52.254388,503,,,no
20,339,20.99515,1020,2024-02-19 10:11:08,52.188416,01,,,no
21,192,21.0383612,1021,2024-02-19 10:19:09,52.1461911,1,,,no
22,107,21.085129,1022,2024-02-19 10:19:06,52.193401,3,3079,7.232616581189381,yes
23,208,20.9959047,1023,2024-02-19 10:19:08,52.1883057,06,R-07,30.23365325316374,no
24,192,21.024059,1024,2024-02-19 10:19:08,52.179989,5,,,no
25,107,20.994529,1025,2024-02-19 10:19:08,52.2458857,9,7024,181.36356126677296,no
26,263,21.046898,1026,2024-02-19 10:19:09,52.150867,06,3138,6.443853997906203,yes
27,339,20.9969499,1027,2024-02-19 10:19:09,52.1869982,02,,,no
28,208,20.996412,1028,2024-02-19 09:40:16,52.186035,04,R-07,275.67301206273925,no
29,163,20.996223,1029,2024-02-19 09:24:16,52.186935,01,,,no
30,107,20.979359,1030,2024-02-19 10:19:07,52.244545,7,5157,10.889093192807017,yes
31,208,20.9683752,1031,2024-02-19 10:19:09,52.2070084,05,4006,269.66008881896994,no
32,164,20.995199,1032,2024-02-19 09:54:35,52.188313,05,R-07,71.71740329560811,no
33,163,20.997379,1033,2024-02-19 10:19:06,52.186386,03,,,no
34,192,20.9959734,1034,2024-02-19 10:19:09,52.1863877,2,,,no
35,108,21.02605,1035,2024-02-19 09:19:00,52.178631,399,3037,41.60657103054044,no
36,192,20.9951784,1036,2024-02-19 09:47:59,52.1882579,06,,,no
37,208,20.9699917,1037,2024-02-19 10:19:09,52.2033287,03,4007,49.17387282230174,no
38,164,20.9979079,1038,2024-02-19 10:07:53,52.1864055,04,R-07,260.9430218686472,no
39,200,21.006908,1039,2024-02-19 10:19:05,52.210148,1,3228,165.46233083285162,no
40,204,21.045258,1040,2024-02-19 09:51:28,52.264473,04,R-13,203.48598051148826,no
41,107,21.046568,1041,2024-02-15 07:45:40,52.263918,2,R-13,95.96686804592376,no
42,204,21.045004,1042,2024-02-19 09:26:59,52.264573,05,R-13,224.04868941426767,no
43,204,21.04548,1043,2024-02-19 08:59:30,52.264454,03,R-13,189.27143112488665,no
44,107,21.0476,1044,2024-02-19 10:19:03,52.1954517,2,3325,61.08104691147074,no
45,107,21.056015,1045,2024-02-19 10:19:09,52.1933417,4,3062,117.73555960083833,no
46,107,20.978903,1046,2024-02-19 10:19:05,52.244853,8,5157,50.74818059455177,no
47,204,21.047814,1048,2024-02-19 08:29:52,52.264215,04,R-13,65.40005300342867,no
48,212,21.046661,1049,2024-02-19 08:52:19,52.264023,1,R-13,95.45776831866291,no
49,208,20.9630017,1050,2024-02-19 10:19:05,52.2013583,591,4310,74.49430981118027,no
50,228,20.896045,1051,2024-02-19 10:19:03,52.202176,1,4216,56.39812279927133,no
51,228,20.914071,1052,2024-02-19 10:18:51,52.209556,2,4213,56.60384610801804,no
52,191,20.921379,1053,2024-02-19 07:16:58,52.196853,591,R-11,97.45910637664723,no
53,228,20.979151,1054,2024-02-19 10:18:57,52.184163,3,4037,10.861126275089935,yes
54,207,20.894696,1055,2024-02-19 10:18:51,52.200138,1,4216,118.13500744669197,no
55,207,20.918528,1056,2024-02-13 08:52:19,52.196728,4,R-11,288.7372581976896,no
56,208,20.9222283,1057,2024-02-19 06:12:41,52.1962317,591,R-11,51.69048381512091,no
57,207,20.919635,1058,2024-02-13 07:31:20,52.1969033,3,R-11,215.2933715166646,no
58,208,20.9752116,1059,2024-02-19 10:19:03,52.21153,2,4005,16.15868540939934,no
59,192,21.0661814,1060,2024-02-19 10:19:09,52.1308314,3,,,no
60,192,21.067156,1061,2024-02-19 10:19:05,52.129879,2,,,no
61,263,21.0576159,1062,2024-02-19 10:19:09,52.1482827,4,3208,89.95008772502645,no
62,107,21.045431,1063,2024-02-19 10:19:06,52.220001,1,7075,30.57361748278483,no
63,339,20.99592,1064,2024-02-19 10:19:08,52.186459,03,,,no
64,108,21.078745,1065,2024-02-19 10:19:07,52.199905,5,3075,77.35679193063892,no
65,108,21.031748,1066,2024-02-19 10:19:05,52.177559,3,3038,129.16690242713943,no
66,209,20.9962317,1067,2024-02-19 10:19:05,52.1885989,776,R-07,8.739875936935118,yes
67,163,20.9966929,1068,2024-02-19 10:19:08,52.1877784,02,,,no
68,107,21.0106109,1069,2024-02-19 10:19:06,52.2317344,6,7013,43.24213152807008,no
69,108,21.084827,1070,2024-02-19 10:19:01,52.197536,2,3077,7.895709035814593,yes
70,108,21.022707,1071,2024-02-19 10:19:06,52.229824,1,7040,93.83750313637567,no
71,108,21.026037,1072,2024-02-19 10:19:07,52.17878,4,3037,43.581370154856764,no
72,239,20.9973991,1073,2024-02-19 10:08:49,52.1875382,777,R-07,134.03953722013938,no
73,200,21.1184536,1074,2024-02-19 10:19:09,52.0793596,2,3181,48.09954269103969,no
74,108,20.9952115,1075,2024-02-19 05:21:38,52.1883152,5,R-07,70.82858415467172,no
75,218,20.997974,1076,2024-02-19 10:19:08,52.186306,2,R-07,272.884854171926,no
76,192,20.995195,1077,2024-02-19 05:44:53,52.18824,M3,,,no
77,192,21.042427,1078,2024-02-19 10:19:09,52.154869,4,,,no
78,108,20.9970122,1079,2024-02-19 08:56:07,52.1878694,3,R-07,88.67607844115442,no
79,170,21.022002,1101,2024-02-19 10:19:05,52.2622991,3,1006,32.17998227537786,no
80,118,21.0155641,1102,2024-02-19 10:18:59,52.2190241,1,7006,19.827910363577537,no
81,170,21.037174,1106,2024-02-19 10:19:03,52.2524033,2,1002,84.02246094562126,no
82,303,20.9441583,1109,2024-02-19 10:18:59,52.2773783,1,,,no
83,123,21.0599796,1110,2024-02-19 10:19:05,52.234377,3,2139,74.63381263794128,no
84,117,21.0973281,1112,2024-02-19 10:19:03,52.2211976,06,2269,1.3326520517218476,yes
85,338,21.044893,1115,2024-02-19 09:45:06,52.264654,02,,,no
86,126,20.9980128,1117,2024-02-19 10:19:08,52.319279,3,1097,26.604420191404206,no
87,197,20.9972383,1118,2024-02-19 10:19:03,52.2706511,010,6082,2331.8695566631745,no
88,169,21.035326,1119,2024-02-19 10:19:05,52.259731,5,1072,80.73202875361534,no
89,L27,21.1646778,11201,2024-02-19 10:17:28,52.3127015,1,,,no
90,L27,21.2142091,11202,2024-02-19 10:18:29,52.3401123,2,,,no
91,166,20.9970032,1200,2024-02-19 08:32:40,52.1878902,6,,,no
92,263,21.107107,1201,2024-02-19 10:19:08,52.176285,5,3198,2.5001910893434385,yes
93,739,20.995586,1202,2024-02-19 10:19:05,52.186607,07,R-07,215.73637601728007,no
94,166,21.062727,1203,2024-02-19 10:19:05,52.145985,661,,,no
95,106,21.012226,1204,2024-02-19 10:19:06,52.239914,6,7028,70.7438666673331,no
96,118,21.0156347,1205,2024-02-19 10:19:08,52.219237,4,7006,4.690299144550765,yes
97,218,21.023434,1206,2024-02-19 10:19:08,52.179951,5,3009,19.71909153300728,no
98,218,21.0247187,1207,2024-02-19 10:19:09,52.1908355,2,3007,8.669355355171332,yes
99,263,21.0490514,1208,2024-02-19 10:19:08,52.1783432,1,3094,14.728568207488266,yes
100,218,20.989901,1209,2024-02-19 10:19:07,52.185394,3,3409,7.911181248476385,yes
101,263,21.0338092,1211,2024-02-19 10:19:09,52.1485252,3,3134,2.073299932229689,yes
102,106,20.97994,1212,2024-02-19 10:19:05,52.2328732,7,5095,73.14480673556763,no
103,106,20.991055,1213,2024-02-19 10:19:08,52.234737,4,5036,126.53005624778929,no
104,106,20.995756,1214,2024-02-19 10:08:08,52.188423,5,R-07,31.70655961786486,no
105,139,21.0911396,1216,2024-02-19 10:19:09,52.1524282,62,3046,92.30823724193901,no
106,251,21.1231837,1217,2024-02-19 10:19:06,52.0895217,65,3355,12.870780566457542,yes
107,166,21.041037,1218,2024-02-19 10:19:06,52.195625,6,,,no
108,106,20.9650787,1219,2024-02-19 10:19:08,52.2475947,1,5124,19.7494363206907,no
109,106,20.965123,1220,2024-02-19 10:19:08,52.2477936,2,5124,3.2030329461142673,yes
110,251,21.0240414,1221,2024-02-19 10:19:07,52.1795741,64,3009,8.352877645239552,yes
111,263,21.1072265,1222,2024-02-19 10:19:08,52.17661,2,3198,39.182922248924726,no
112,218,21.000544,1223,2024-02-19 10:19:06,52.188995,1,3240,19.953528808700465,no
113,319,20.997934,1224,2024-02-19 08:15:50,52.186249,08,,,no
114,123,21.04595,1400,2024-02-19 09:01:35,52.2644196,09,R-13,160.21497452186097,no
115,178,21.0473385,1401,2024-02-19 07:57:39,52.264122,012,R-13,67.61646007124092,no
116,319,21.115424,1411,2024-02-19 06:58:49,52.234766,02,,,no
117,115,21.176542,1412,2024-02-19 10:19:09,52.245121,6,2276,80.3986189737651,no
118,183,21.086916,1413,2024-02-19 10:19:09,52.244923,6,2008,35.77898832887241,no
119,183,21.12619,1414,2024-02-19 10:19:08,52.234592,4,2015,28.838257078082393,no
120,147,21.090643,1415,2024-02-19 10:19:05,52.221756,2,2313,19.614791329479996,no
121,173,21.053652,1416,2024-02-19 10:19:08,52.25053,5,2120,47.158346479577126,no
122,319,20.9963957,1417,2024-02-19 09:30:47,52.1877852,05,,,no
123,730,21.354359,1418,2024-02-19 10:19:07,52.19096,52,2384,322.2112642549616,no
124,119,21.0003,1419,2024-02-19 10:19:08,52.2062,2,3286,14.184153062590637,yes
125,147,21.2236202,1420,2024-02-19 10:19:09,52.2177127,1,2346,11.159599392872797,yes
126,146,21.116756,1421,2024-02-19 10:19:09,52.233177,09,R-10,67.69198632990702,no
127,702,21.115591,1422,2024-02-19 07:01:35,52.234738,215,R-10,142.67393570650455,no
128,117,21.005207,1424,2024-02-19 10:19:09,52.229492,4,7002,10.009879257079032,yes
129,720,21.1142287,1425,2024-02-19 06:53:03,52.2350921,62,R-10,92.8132587944817,no
130,702,21.115307,1426,2024-02-19 08:15:24,52.234955,215,R-10,134.54776464241732,no
131,146,21.094893,1427,2024-02-19 10:19:05,52.218678,2,2205,187.5631002878066,no
132,153,21.177105,1428,2024-02-19 10:19:06,52.256912,2,2086,5.752467900999765,yes
133,119,21.028233,1429,2024-02-19 10:19:09,52.207687,1,3026,137.3655259518683,no
134,117,21.11692,1430,2024-02-19 09:55:41,52.234638,3,R-10,196.87674144118267,no
135,166,21.0453733,1500,2024-02-19 10:11:11,52.2649091,09,,,no
136,240,21.1188098,1501,2024-02-19 10:19:05,52.3382745,2,1240,14.37290905743586,yes
137,338,21.047027,1502,2024-02-19 10:19:03,52.263679,04,,,no
138,126,21.001993,1505,2024-02-19 10:18:54,52.3132,1,1095,50.573431020842534,no
139,123,21.0453236,1506,2024-02-19 10:02:32,52.2647065,09,R-13,213.56737282031446,no
140,126,21.0567941,1508,2024-02-19 10:19:03,52.3019056,4,1179,11.430997860838621,yes
141,221,20.9780926,1509,2024-02-19 10:18:57,52.2610195,1,6039,69.26313022784487,no
142,303,21.044683,1513,2024-02-19 08:24:25,52.264818,1,,,no
143,156,21.0633243,1519,2024-02-19 10:19:05,52.2720313,4,1056,34.696630674580675,no
144,115,21.1611167,1520,2024-02-19 10:18:50,52.2589367,4,2083,7.9818180750761725,yes
145,319,21.116858,1521,2024-02-19 10:10:24,52.233061,04,,,no
146,225,21.116931,1522,2024-02-19 09:51:52,52.23304,04,,,no
147,115,21.242284,1523,2024-02-19 10:19:04,52.169861,2,2222,7.900892972784087,yes
148,153,21.139591,1524,2024-02-19 10:18:56,52.252201,04,2070,1490.9410179597808,no
149,153,21.158895,1525,2024-02-19 10:19:09,52.25743,1,2070,60.25646789324977,no
150,183,21.13173,1526,2024-02-19 10:19:07,52.2389967,1,2058,1.8137318041792057,yes
151,119,21.20555,1527,2024-02-19 10:18:58,52.2100767,4,2034,4.628659960145736,yes
152,147,21.164996,1528,2024-02-19 10:19:00,52.204324,5,2257,46.957788027243964,no
153,702,21.1567583,1529,2024-02-19 10:19:07,52.1688867,2,2459,47.69608960927974,no
154,173,21.065978,1530,2024-02-19 10:18:53,52.251595,4,2118,21.155046749060784,no
155,119,20.997216,1532,2024-02-19 09:40:20,52.186823,06,R-07,200.01894214029858,no
156,319,20.995219,1533,2024-02-19 09:32:48,52.188294,07,,,no
157,139,21.100195,1534,2024-02-19 10:18:55,52.1344967,61,3048,173.87584188014512,no
158,218,21.024225,1535,2024-02-19 10:18:53,52.17981,4,3009,7.923674606499843,yes
159,169,21.035675,1536,2024-02-19 10:19:09,52.2965317,1,1154,6.73605507374498,yes
160,118,21.033301,1537,2024-02-19 10:18:50,52.235064,2,7064,10.146348737107449,yes
161,123,21.097833,1538,2024-02-19 10:18:52,52.235163,4,2102,108.09841638011139,no
162,156,21.04724,1539,2024-02-19 10:19:05,52.263715,06,R-13,45.07559333434215,no
163,303,20.9217583,1540,2024-02-19 10:19:08,52.3086367,3,,,no
164,123,21.0948783,1541,2024-02-19 10:18:56,52.227435,07,2149,21.238348938057705,no
165,181,20.9850583,1542,2024-02-19 10:19:02,52.2703783,2,6003,73.9325307573281,no
166,126,20.95285,1543,2024-02-19 10:19:03,52.31731,2,1277,8.498775564479002,yes
167,123,21.070438,1544,2024-02-19 10:19:04,52.250696,6,2413,84.00423825314036,no
168,123,21.048866,1545,2024-02-19 10:19:08,52.244064,1,2001,324.34901711654294,no
169,197,20.93023,1546,2024-02-19 10:19:06,52.224994,3,5011,32.490656363067906,no
170,123,21.044634,1548,2024-02-19 07:14:49,52.264883,08,R-13,263.53430161115705,no
171,122,20.9376317,1549,2024-02-19 10:19:00,52.270565,8,6132,188.39860301133754,no
172,126,21.03784,1550,2024-02-19 10:19:02,52.2673167,055,R-13,800.416089736706,no
173,122,20.9124083,1551,2024-02-19 10:18:55,52.2437817,3,5061,109.20688310818547,no
174,170,21.04182,1552,2024-02-19 10:19:00,52.2537867,4,1032,51.604342436452924,no
175,166,21.048691,1553,2024-02-19 10:18:49,52.244388,343,,,no
176,169,21.0381167,1554,2024-02-19 10:19:05,52.2663167,3,1076,35.03533503414311,no
177,107,21.0480467,1555,2024-02-19 10:19:00,52.2070967,5,3058,47.943547719839664,no
178,221,21.0470843,1800,2024-02-19 10:19:06,52.2636711,02,R-13,54.261874706497395,no
179,338,21.0442013,1801,2024-02-19 10:09:57,52.2650056,03,,,no
180,170,21.0937234,1802,2024-02-19 10:19:06,52.2709677,1,1051,2.2216386083998247,yes
181,338,21.0454871,1803,2024-02-19 09:10:22,52.2643413,05,,,no
182,166,21.0233556,1804,2024-02-19 10:19:06,52.227385,5,,,no
183,170,21.048262,1805,2024-02-19 09:38:22,52.2640185,05,R-13,48.96947055186176,no
184,117,21.0468341,1806,2024-02-19 09:43:54,52.264583,06,R-13,129.37586279104173,no
185,156,21.0453353,1807,2024-02-19 10:19:06,52.2760468,1,1213,53.08776998933407,no
186,173,21.1070356,1808,2024-02-19 10:19:04,52.2413685,6,2012,18.235953337131946,no
187,303,20.9766868,1809,2024-02-19 10:19:05,52.2663778,2,,,no
188,166,21.0270151,1810,2024-02-19 10:19:07,52.2601618,4,,,no
189,166,21.0635163,1811,2024-02-19 10:19:10,52.1415968,7,,,no
190,181,20.8998251,1812,2024-02-19 10:19:04,52.2971253,4,6069,23.47390131997639,no
191,118,21.03019,1813,2024-02-19 10:19:01,52.239849,3,7079,63.268171002399775,no
192,106,21.0448761,1814,2024-02-19 09:59:34,52.264625,09,R-13,234.4955239519048,no
193,197,21.0470316,1815,2024-02-19 09:54:45,52.264632,08,R-13,126.89279563141976,no
194,123,21.0514896,1816,2024-02-19 10:19:03,52.2524711,2,1028,32.390126439029814,no
195,181,21.0475496,1817,2024-02-19 10:19:04,52.2640983,3,R-13,57.88074615308209,no
196,240,21.0587388,1818,2024-02-19 10:19:00,52.3021705,1,1179,27.841059252155016,no
197,166,21.068297,1819,2024-02-19 10:19:06,52.1292341,8,,,no
198,117,21.0675031,1830,2024-02-19 10:19:08,52.2255178,2,2150,83.7907601070289,no
199,212,21.0435788,1833,2024-02-19 09:55:46,52.2661353,06,1076,397.5802591158665,no
200,117,21.0051183,1835,2024-02-19 10:19:08,52.229558,3,7002,2.1506013108453654,yes
201,146,21.2048241,1838,2024-02-19 10:19:04,52.159529,3,2052,18.43130586689767,no
202,123,21.0450526,1839,2024-02-19 09:24:18,52.2646125,08,R-13,223.36523537709087,no
203,115,21.1164428,1840,2024-02-19 10:19:00,52.2344946,2,R-10,194.9225570656142,no
204,173,21.1207051,1842,2024-02-19 10:19:05,52.2369825,3,2014,35.34791841865356,no
205,173,21.1144846,1843,2024-02-19 06:45:42,52.2344258,5,R-10,61.04295872131752,no
206,122,20.896985,1844,2024-02-19 10:18:51,52.229889,6,5048,132.46178959278376,no
207,183,21.0871843,1845,2024-02-19 10:19:00,52.2447415,5,2008,8.650943607303914,yes
208,736,20.9336986,1846,2024-02-19 10:19:05,52.3972133,2,1311,51.362590323828464,no
209,147,21.0520355,1848,2024-02-19 10:19:06,52.25028,3,2120,27.477914320241716,no
210,119,21.1328808,1849,2024-02-19 10:19:06,52.2140916,5,2188,35.37119942087249,no
211,173,21.2175351,1851,2024-02-19 10:19:02,52.2143358,9,2440,9.28771087357312,yes
212,115,21.1702365,1855,2024-02-19 10:19:06,52.2771155,5,2220,9.530982413247282,yes
213,181,20.9522828,1856,2024-02-19 10:19:02,52.2877058,1,6010,32.52275292467933,no
214,730,21.117029,1857,2024-02-19 09:33:33,52.2331453,01,R-10,49.42824589817539,no
215,173,21.1660373,1858,2024-02-19 10:19:09,52.2418471,7,2066,52.336193522750364,no
216,115,21.1180531,1859,2024-02-19 10:19:04,52.2334026,3,R-10,55.84376262540731,no
217,183,21.1915986,1862,2024-02-19 10:19:06,52.2390801,3,2379,36.04497536241605,no
218,722,21.10481,1863,2024-02-19 10:19:06,52.2418123,61,2012,141.6237832412909,no
219,173,21.1374615,1869,2024-02-19 10:19:06,52.2401028,012,2059,158.31034680799607,no
220,222,21.0192117,1901,2024-02-19 10:19:09,52.2338197,6,7042,65.29099995977955,no
221,E-1,20.997366,1903,2024-02-15 10:23:09,52.185998,04,,,no
222,222,20.997083,1904,2024-02-19 10:19:01,52.186726,5,R-07,207.42309498070617,no
223,900,20.995118,1905,2024-02-15 09:50:34,52.185748,1,1947,17480.67268108102,no
224,222,21.023665,1906,2024-02-19 10:18:50,52.200588,3,3004,94.86742496235382,no
225,106,20.9669322,1907,2024-02-19 10:19:09,52.2453731,3,5125,51.99518726210017,no
226,251,21.0229664,1908,2024-02-19 10:19:09,52.1793507,066,3009,69.48928216121112,no
227,222,20.9959147,1909,2024-02-19 10:19:09,52.1934135,2,3256,62.93821204892662,no
228,222,21.0153436,1910,2024-02-19 10:19:09,52.2420691,4,7045,9.985318308324196,yes
229,222,21.0049992,1911,2024-02-19 10:19:08,52.2448877,5,7101,22.022988769638054,no
230,222,20.9970299,1912,2024-02-19 10:19:08,52.1865895,6,R-07,221.03233622972027,no
231,251,21.134764,1914,2024-02-19 10:19:08,52.097996,63,3186,65.32152440491912,no
232,319,20.995268,1915,2024-02-19 08:51:32,52.186639,01,,,no
233,331,20.9952342,1916,2024-02-19 09:24:47,52.1867059,05,,,no
234,106,21.021975,1917,2024-02-19 10:19:08,52.246006,5,7058,142.51282911839763,no
235,319,20.9952315,1918,2024-02-19 10:19:09,52.1867482,08,,,no
236,222,21.018675,1919,2024-02-19 10:19:09,52.193905,1,3006,311.0890754148337,no
237,222,20.9953725,1920,2024-02-19 06:53:48,52.1859931,4,R-07,285.58257380175183,no
238,331,20.995304,1990,2024-02-19 10:19:08,52.18631,064,,,no
239,331,20.995312,1991,2024-02-19 10:19:05,52.186462,06,,,no
240,331,20.9953827,1992,2024-02-19 10:19:08,52.1863237,063,,,no
241,319,20.995291,1993,2024-02-19 10:19:01,52.186349,03,,,no
242,331,20.995182,1994,2024-02-19 09:59:28,52.186359,061,,,no
243,331,20.9952869,1996,2024-02-19 10:19:09,52.1864432,062,,,no
244,119,20.995318,1997,2024-02-19 06:48:43,52.186206,07,R-07,263.22940258477365,no
245,119,20.995325,1998,2024-02-19 09:40:12,52.186405,06,R-07,241.60726320847493,no
246,148,21.090319,2000,2024-02-19 10:19:07,52.244907,7,2008,206.65698916431592,no
247,189,21.050224,2001,2024-02-19 10:19:08,52.178097,8,3094,107.66634897643041,no
248,189,20.996756,2002,2024-02-19 10:19:06,52.185829,027,R-07,300.63798429648875,no
249,710,21.0676634,2004,2024-02-19 10:19:08,52.1293677,4,3400,8.208422932729672,yes
250,138,20.9964084,2005,2024-02-19 09:42:11,52.1875976,011,R-07,102.42806476476422,no
251,319,20.9967542,2006,2024-02-08 11:45:23,52.1857972,03,,,no
252,217,21.051321,2007,2024-02-19 10:19:08,52.145954,3,3142,7.987410207800377,yes
253,504,20.9969492,2008,2024-02-19 10:19:09,52.1860726,2,R-07,275.92549022609234,no
254,739,20.9970741,2009,2024-02-19 07:52:44,52.1863396,09,R-07,248.71618810507522,no
255,189,20.997315,2010,2024-02-19 10:10:20,52.187626,026,R-07,122.74094297502015,no
256,739,20.9955924,2012,2024-02-19 10:19:08,52.1868856,012,R-07,185.32454627438645,no
257,189,20.997139,2013,2024-02-19 02:39:49,52.186256,027,R-07,258.82201360619905,no
258,522,21.069271,2014,2024-02-19 10:19:04,52.165984,3,3353,50.105515816602704,no
259,519,21.089355,2016,2024-02-19 10:19:08,52.156662,4,3045,273.68191696403125,no
260,189,20.900784,2017,2024-02-19 10:19:03,52.238934,025,5050,31.702766374831175,no
261,L50,21.2345883,20174,2024-02-19 10:19:06,52.1368261,2,2353,27.653209174442267,no
262,709,21.0174402,2018,2024-02-19 10:19:09,52.06728,7,3169,26.554662512980755,no
263,739,20.9970376,2019,2024-02-19 09:15:03,52.1876996,012,R-07,105.61810737004842,no
264,N37,20.9971382,2020,2024-02-19 08:26:14,52.1870144,264,R-07,178.151411966437,no
265,501,21.049143,2021,2024-02-19 10:19:06,52.177933,1,,,no
266,189,21.011044,2022,2024-02-19 10:19:06,52.174576,9,3248,19.55978735481025,no
267,189,21.060041,2023,2024-02-19 10:19:09,52.18446,5,3092,24.031224188549906,no
268,143,20.9979231,2024,2024-02-19 09:44:41,52.1877072,010,R-07,144.86124464101755,no
269,504,20.9815591,2025,2024-02-19 10:19:09,52.1909455,6,4035,2.5259220892092946,yes
270,709,21.017817,2026,2024-02-19 10:19:05,52.131718,2,3017,17.83694693765092,no
271,128,20.9974047,2027,2024-02-19 10:19:06,52.1870864,703,R-07,177.74412533083594,no
272,709,21.018835,2028,2024-02-19 10:19:09,52.088898,8,3161,38.12014366561033,no
273,141,20.9546232,2029,2024-02-19 10:19:09,52.1865772,10,4012,162.9897138720612,no
274,189,21.027411,2030,2024-02-19 10:19:09,52.173492,021,3279,39.23329679936801,no
275,401,20.9964579,2031,2024-02-19 09:40:24,52.18694,022,,,no
276,174,20.99706,2032,2024-02-19 08:40:46,52.187753,07,R-07,101.29752463323794,no
277,189,20.916258,2033,2024-02-19 10:19:05,52.205418,1,4214,28.575608801134518,no
278,739,20.995636,2034,2024-02-19 10:19:07,52.187408,011,R-07,128.3969951212514,no
279,724,20.997131,2036,2024-02-19 09:12:43,52.187695,01,R-07,109.34599339253958,no
280,189,20.899551,2037,2024-02-19 10:19:07,52.239372,14,5050,114.70904300160366,no
281,162,20.9978527,2038,2024-02-19 10:13:31,52.1877187,016,R-07,140.32592568183827,no
282,742,21.193161,2039,2024-02-19 10:19:09,52.018772,1,3364,743.9185372227553,no
283,739,20.997288,2040,2024-02-19 09:58:45,52.187584,010,R-07,125.55040399070106,no
284,402,21.143038,2041,2024-02-19 10:19:09,52.237488,8,,,no
285,401,20.996571,2042,2024-02-15 16:41:16,52.187561,022,,,no
286,739,20.996403,2044,2024-02-19 09:46:11,52.18689,08,R-07,180.69234702429915,no
287,739,20.997323,2045,2024-02-19 10:10:03,52.187521,09,R-07,132.7306730391979,no
288,189,20.995756,2046,2024-02-19 10:19:06,52.187363,028,R-07,131.05040154158175,no
289,523,20.922595,2200,2024-02-19 10:19:02,52.195659,024,R-11,86.77236408173337,no
290,191,20.9620369,2201,2024-02-19 10:19:09,52.2160934,1,4045,45.45876776279249,no
291,184,20.964031,2202,2024-02-19 10:19:06,52.208111,2,4119,9.278279552088339,yes
292,401,20.922165,2203,2024-02-19 10:19:08,52.196281,010,,,no
293,717,20.922216,2204,2024-02-15 14:07:32,52.197108,068,R-11,66.67734422437739,no
294,184,20.919263,2205,2024-02-17 07:15:24,52.196489,6,R-11,238.50602459637636,no
295,105,20.937355,2206,2024-02-19 10:19:09,52.225567,3,5010,8.009437036298747,yes
296,191,20.9191839,2207,2024-02-18 11:34:28,52.1967097,09,R-11,243.8429727474957,no
297,172,20.98399,2208,2024-02-19 10:19:08,52.201363,2,4032,27.701580955726325,no
298,171,20.925125,2209,2024-02-19 10:19:07,52.272499,452,,,no
299,517,21.013124,2210,2024-02-19 10:19:07,52.229954,4,7013,4.500119258584736,yes
300,136,20.9192565,2211,2024-02-19 10:00:27,52.1963992,015,R-11,239.69756379284192,no
301,523,20.921623,2212,2024-02-19 10:19:09,52.197018,017,R-11,89.48776318842972,no
302,188,20.920298,2214,2024-02-19 10:19:09,52.197327,09,R-11,185.66598830213448,no
303,317,21.069712,2216,2024-02-19 10:19:07,52.1695584,3,,,no
304,719,20.600229,2217,2024-02-19 10:19:09,52.259121,2,6165,151.0353907036895,no
305,517,20.978167,2218,2024-02-19 10:19:09,52.21722,5,4116,6.076018210431184,yes
306,517,20.920636,2219,2024-02-19 04:32:31,52.196396,M10,R-11,146.13753139778228,no
307,184,20.9387852,2220,2024-02-19 10:19:09,52.2761479,7,6046,7.891541343145585,yes
308,172,20.977351,2221,2024-02-19 10:18:54,52.211044,5,4005,53.433951738432505,no
309,184,20.920348,2222,2024-02-19 09:02:26,52.19747,6,R-11,190.1282772443752,no
310,105,20.921589,2223,2024-02-19 10:18:35,52.196408,012,R-11,82.0927718977346,no
311,184,20.928617,2224,2024-02-19 10:19:07,52.196384,09,R-11,389.2147002442736,no
312,187,20.95686,2225,2024-02-19 10:19:05,52.215096,5,4045,198.79381034237093,no
