,Lines,Lon,VehicleNumber,Time,Lat,Brigade,nearest_stop,distance_to_stop,is_at_stop
14510,512,21.0694635,3418,2024-02-19 10:23:29,52.2795573,3,1058,26.624597879198443,no
14512,Z26,20.9296148,3420,2024-02-19 10:23:31,52.2240278,3,5021,8.745811657903706,yes
14515,160,21.0683816,3423,2024-02-19 10:23:34,52.323575,513,1182,17.69631565089299,no
14516,132,21.0604098,3424,2024-02-19 10:23:30,52.3150928,07,1359,1.7595661227242925,yes
14518,723,21.0009095,3426,2024-02-19 10:23:30,52.291342,476,1013,14.53889016628756,yes
14519,145,21.0008406,3427,2024-02-19 10:23:31,52.2913576,2,1013,6.706517013931986,yes
14521,509,21.0473716,3429,2024-02-19 10:23:31,52.2474315,5,2001,44.06049464521977,no
14522,160,21.045953,3430,2024-02-19 10:23:31,52.2642609,715,R-13,150.55527728253597,no
14524,112,21.0422366,3432,2024-02-19 10:23:29,52.295814,5,1153,34.39183084809827,no
14525,120,21.062017,3433,2024-02-19 10:23:34,52.3617293,6,1295,11.624069041290062,yes
14526,527,21.060705,3434,2024-02-19 10:23:32,52.310116,514,1280,57.67949471196668,no
14527,140,21.1205938,3435,2024-02-19 10:23:32,52.342013,3,1246,136.07472388081726,no
14528,731,21.0009038,3436,2024-02-19 10:23:29,52.291277,477,1013,8.309776028824771,yes
14529,140,21.0527051,3437,2024-02-19 10:23:33,52.2766293,2,1140,7.2648619696284245,yes
14530,500,21.0508355,3438,2024-02-19 10:23:31,52.2911528,6,1146,4.755692353474461,yes
14531,723,20.9431346,3439,2024-02-19 10:23:30,52.353779,475,1027,216.95686261001572,no
14533,190,20.9401603,3441,2024-02-19 10:23:26,52.2364279,12,5100,16.88031133999964,no
14536,723,20.925029,3444,2024-02-19 10:23:34,52.3975171,474,1193,150.28264059973492,no
14537,186,21.0458796,3445,2024-02-19 10:23:30,52.2652366,013,R-13,226.63300815532952,no
14540,160,21.0471693,3448,2024-02-19 10:23:29,52.2639525,516,R-13,62.47053206229865,no
14542,132,20.9684208,3450,2024-02-19 10:23:30,52.2719343,3,6005,6.451061990217185,yes
14543,245,21.128504,3451,2024-02-19 10:23:33,52.2794866,3,1474,150.5376624294909,no
14544,511,20.9632731,3452,2024-02-19 10:23:33,52.333625,4,1023,96.65823523286952,no
14546,509,21.1023596,3454,2024-02-19 10:23:31,52.221885,2,2148,22.35950260364839,no
14549,509,21.061244,3457,2024-02-19 10:23:31,52.2317026,4,2140,9.676353824861673,yes
14551,145,21.0882035,3459,2024-02-19 10:23:30,52.2447873,8,2008,6.172786660913974,yes
14552,509,21.0473626,3460,2024-02-19 10:23:29,52.2641653,3,R-13,70.66313976230668,no
14553,705,21.0497383,3461,2024-02-19 10:23:32,52.4404361,63,1275,5.672818673914775,yes
14554,112,20.8816551,3462,2024-02-19 10:23:30,52.2147046,1,5092,22.7279462215667,no
14555,116,21.0179946,3463,2024-02-19 10:23:30,52.2366133,431,,,no
14556,500,21.0202235,3464,2024-02-19 10:23:30,52.2634055,7,1006,19.222005674794328,no
14558,509,21.100253,3466,2024-02-19 10:23:31,52.2261905,1,2128,11.077688940667628,yes
14562,L-5,21.029458,35131,2024-02-19 10:23:34,52.0749441,1,3701,14.458740853460764,yes
14563,L-5,20.8976968,35132,2024-02-19 10:23:34,52.056514,2,3327,18.412338652366305,no
14564,L-2,21.034877,35133,2024-02-19 10:23:35,52.0832363,689,3163,926.813517710676,no
14567,L12,20.9595156,35137,2024-02-19 10:23:33,52.0294038,683,3220,11.230102270468974,yes
14574,178,20.9814749,4200,2024-02-19 10:23:34,52.2297972,3,5040,78.48485275991138,no
14575,207,20.887388,4201,2024-02-19 10:23:33,52.194977,3,4217,65.30946061404005,no
14577,249,20.91358,4203,2024-02-19 10:23:34,52.238632,2,,,no
14579,129,20.9021249,4205,2024-02-19 10:23:32,52.1941375,4,4125,9.125238777570495,yes
14580,178,20.964327,4206,2024-02-19 10:23:30,52.228481,6,5042,278.881358323414,no
14581,207,20.87051,4207,2024-02-19 10:23:30,52.183331,2,4130,1.2909449946157376,yes
14582,178,20.942711,4208,2024-02-19 10:23:34,52.205772,5,4047,3.9342185855660023,yes
14584,249,20.94029,4210,2024-02-19 10:23:34,52.246643,676,,,no
14585,154,20.922415,4211,2024-02-19 10:23:33,52.196327,06,R-11,36.132166986735,no
14586,129,20.9389512,4212,2024-02-19 10:23:33,52.2464732,1,5073,31.578295289864542,no
14587,154,20.922073,4213,2024-02-19 10:23:04,52.196545,05,R-11,46.499355989587094,no
14588,207,20.892876,4214,2024-02-19 10:23:34,52.200356,4,4216,8.89449433103893,yes
14589,154,20.95513,4215,2024-02-19 10:23:30,52.185802,4,4012,25.502493126550185,no
14590,714,20.900892,4216,2024-02-19 10:23:35,52.239254,3,5050,227.39678776606115,no
14592,178,20.935848,4218,2024-02-19 10:23:34,52.201153,7,4048,95.44764832078435,no
14593,154,20.9724837,4219,2024-02-19 10:23:33,52.1934307,3,4304,29.66831520102187,no
14594,178,20.8957836,4220,2024-02-19 10:23:35,52.1857357,8,4284,8.977372049820282,yes
14595,178,21.0040785,4221,2024-02-19 10:23:35,52.2553595,2,7052,12.36772200543515,yes
14597,729,20.678436,4224,2024-02-19 10:23:33,52.261806,1,6160,1.7105392816358553,yes
14598,714,20.795418,4225,2024-02-19 10:23:30,52.254105,1,6151,69.98074003465759,no
14599,129,20.994225,4226,2024-02-19 10:23:34,52.24221,4,5020,3111.2194451081778,no
14602,178,21.014149,4229,2024-02-19 10:23:30,52.244247,1,7046,56.94408235866434,no
14605,154,20.971289,4232,2024-02-19 10:23:31,52.205269,1,4006,19.25738852173202,no
14606,122,20.983213,4233,2024-02-19 10:23:33,52.268097,9,6003,115.01637251420088,no
14608,714,20.912399,4235,2024-02-19 10:23:32,52.239281,2,5034,59.66251620363561,no
14609,255,20.930998,4236,2024-02-19 10:23:32,52.225357,3,5011,7.359488502622952,yes
14610,122,20.8967357,4237,2024-02-19 10:23:31,52.231708,4,5048,63.003243671343704,no
14611,178,20.895929,4238,2024-02-19 10:23:35,52.185654,4,4284,8.552088990251303,yes
14612,154,20.9640249,4239,2024-02-19 10:23:32,52.2171476,2,4045,20.45599536103246,no
14613,255,20.931021,4240,2024-02-19 10:23:30,52.225243,1,5011,5.451792976142374,yes
14614,197,20.931694,4241,2024-02-19 10:23:31,52.254181,1,5151,34.692632347662816,no
14615,122,20.943054,4242,2024-02-19 10:23:34,52.269135,2,6132,2.7447850163221594,yes
14617,197,20.930515,4244,2024-02-19 10:23:32,52.223621,4,5021,24.778293365856133,no
14618,141,20.91964,4245,2024-02-19 10:23:34,52.196915,1,R-11,215.1604274715404,no
14619,129,20.9391514,4246,2024-02-19 10:23:32,52.2461614,2,5073,6.4718104368249785,yes
14621,122,20.900871,4248,2024-02-19 10:23:32,52.2391729,679,5050,8.83255173463193,yes
14623,146,21.1567322,4300,2024-02-19 10:23:35,52.2159659,3,2209,3195.9847522834184,no
14624,173,21.2511577,4301,2024-02-19 10:23:34,52.2324496,1,2273,18.60139551297145,no
14625,153,21.1690919,4302,2024-02-19 10:23:34,52.2767724,3,2220,4.172835702399176,yes
14626,146,21.1822437,4303,2024-02-19 10:23:31,52.1555259,4,2055,82.77966556285136,no
14627,115,21.1890597,4304,2024-02-19 10:23:34,52.1844022,1,2043,40.978804867290066,no
14628,146,21.0437914,4305,2024-02-19 10:23:33,52.2374405,5,2399,264.0473522187041,no
14632,115,21.1738344,4309,2024-02-19 10:23:34,52.1995792,3,2315,150.19047847932126,no
14634,168,21.1127521,4311,2024-02-19 10:23:34,52.2363494,6,2105,7.684096461557972,yes
14638,168,21.11771,4315,2024-02-19 10:23:34,52.2343537,08,R-10,158.67696232302086,no
14640,117,21.1024809,4317,2024-02-19 10:23:34,52.2221372,1,2148,15.098980998405795,no
14641,183,21.1789982,4318,2024-02-19 10:23:34,52.2488892,2,2322,311.4905572815101,no
14643,147,21.0523292,4320,2024-02-19 10:23:34,52.2373534,4,2131,131.33332040238534,no
14645,119,21.0770179,4322,2024-02-19 10:23:34,52.2042464,3,3323,480.7376653502858,no
14646,702,21.1888143,4323,2024-02-19 10:23:31,52.1494443,1,2057,18.897244853965955,no
14649,168,21.0326212,4326,2024-02-19 10:23:34,52.207125,1,3026,41.527029277255615,no
14651,146,21.0524586,4328,2024-02-19 10:23:34,52.2503052,1,2120,1.7955661076291551,yes
14653,207,20.9054241,4330,2024-02-19 10:23:34,52.1887417,06,4283,47.43007422892072,no
14654,197,20.9437342,4331,2024-02-19 10:23:34,52.2448527,5,5101,121.67751185597368,no
14655,249,20.9044125,4332,2024-02-19 10:23:34,52.2282442,678,,,no
14657,320,20.9220285,4334,2024-02-19 10:23:34,52.1965131,787,,,no
14659,129,20.9248304,4336,2024-02-19 10:23:34,52.2081367,3,4103,1.9477542701388817,yes
14660,197,20.942618,4337,2024-02-19 10:23:35,52.2277372,2,5009,75.67267667610585,no
14661,122,20.9117717,4338,2024-02-19 10:23:34,52.2451896,7,5077,208.06424853644734,no
14662,255,20.970276,4339,2024-02-19 10:23:34,52.2286559,2,5042,22.40902165262997,no
14664,181,20.951155,4401,2024-02-19 10:23:35,52.280808,3,6052,8.300161169811915,yes
14665,134,21.061657,4402,2024-02-19 10:23:34,52.361847,3,1295,21.892468733518122,no
14667,123,21.066195,4404,2024-02-19 10:23:33,52.251175,5,2118,69.31858934798383,no
14668,197,21.0473775,4405,2024-02-19 10:23:34,52.2642737,2,R-13,80.59980127998591,no
14669,169,21.051809,4406,2024-02-19 10:23:34,52.252899,4,1028,10.031701167731192,yes
14672,197,20.958279,4409,2024-02-19 10:23:31,52.281128,7,6007,59.53298109053794,no
14673,169,21.0419282,4410,2024-02-19 10:23:35,52.3002211,2,1152,14.339466553020786,yes
14674,134,21.051374,4411,2024-02-19 10:23:33,52.313782,2,1285,2.8143608985008863,yes
14676,173,21.241827,4413,2024-02-19 10:23:34,52.249706,8,2285,75.10849369980298,no
14677,156,21.052134,4414,2024-02-19 10:23:34,52.253037,5,1028,11.266872368199019,yes
14678,173,21.2175335,4415,2024-02-19 10:23:34,52.2144494,10,2440,3.48887849519645,yes
14685,156,20.943933,4422,2024-02-19 10:23:33,52.284153,2,6054,48.17257597592323,no
14688,134,20.995255,4425,2024-02-19 10:23:33,52.287155,1,1013,645.911778664834,no
14689,156,20.960855,4426,2024-02-19 10:23:33,52.275715,3,6006,4.122690604197406,yes
14690,173,21.22123,4427,2024-02-19 10:23:32,52.246304,2,2281,79.96723127391746,no
14691,204,21.066334,4428,2024-02-19 10:23:30,52.313206,07,1182,1071.8131350207711,no
14692,204,21.049629,4429,2024-02-19 10:23:34,52.320496,06,1496,98.76438498183332,no
14693,122,20.976479,4430,2024-02-19 10:23:32,52.289879,10,6082,10.028167989390099,yes
14694,122,20.976,4431,2024-02-19 10:23:31,52.266003,1,6094,10.606763669555477,yes
14695,166,21.036095,4432,2024-02-19 10:23:31,52.200901,2,,,no
14697,197,20.947876,4434,2024-02-19 10:23:31,52.27734,6,6021,23.531491598314474,no
14698,521,21.1314735,5201,2024-02-19 10:23:26,52.2323967,5,2015,460.81945912066624,no
14699,105,20.9434154,5202,2024-02-19 10:23:27,52.2263819,4,5009,35.37720250549303,no
14700,124,20.943326,5203,2024-02-19 10:23:22,52.17573,1,4015,30.339536090419593,no
14701,414,20.9212441,5204,2024-02-19 10:23:33,52.1964041,02,,,no
14703,184,20.9429225,5206,2024-02-19 10:23:27,52.2463204,493,5072,2.0153542850488315,yes
14704,716,20.9295025,5207,2024-02-19 10:23:28,52.2245001,62,5021,61.85669738970232,no
14705,136,20.9860833,5208,2024-02-19 10:23:34,52.2103268,9,4030,59.01234594177473,no
14707,706,20.9396547,5211,2024-02-19 10:23:27,52.1720067,1,4016,5.8339654704567065,yes
14710,177,20.8687796,5214,2024-02-19 10:23:30,52.1921512,07,4342,19.273684397072508,no
14711,517,21.0433884,5215,2024-02-19 10:23:28,52.2230201,3,7076,6.4960169391094364,yes
14712,713,20.9174594,5216,2024-02-19 10:23:25,52.1988931,05,R-11,442.1338039925987,no
14713,713,20.9308444,5217,2024-02-19 10:23:25,52.2249376,3,5011,8.360574606711346,yes
14715,188,20.9781824,5219,2024-02-19 10:23:28,52.1694047,5,4040,8.874326738954885,yes
14717,188,20.9734493,5221,2024-02-19 10:23:26,52.1731095,6,4200,115.35162817350228,no
14718,523,21.0355135,5222,2024-02-19 10:23:27,52.2219919,8,7071,117.09737102978076,no
14719,523,21.1066022,5223,2024-02-19 10:23:21,52.2478071,10,2108,4.444213288881951,yes
14720,182,20.9670944,5224,2024-02-19 10:23:26,52.2181654,8,4044,3.091985014131095,yes
14722,717,20.9679519,5226,2024-02-19 10:23:31,52.2191091,65,4044,12.186127666549332,yes
14723,517,21.0308646,5227,2024-02-19 10:23:25,52.229974,2,7069,81.65901895055745,no
14724,187,20.894288,5228,2024-02-19 10:23:33,52.192561,4,4123,128.5682730389061,no
14725,136,21.0211201,5229,2024-02-19 10:23:30,52.1587876,7,3129,17.15259169508677,no
14726,172,20.992298,5230,2024-02-19 10:23:23,52.196993,6,3255,13.497155739282055,yes
14730,ZA1,20.9192041,5237,2024-02-19 10:23:27,52.1970928,02,,,no
14731,191,20.981718,5238,2024-02-19 10:23:22,52.218113,3,4003,78.34396603101634,no
14732,105,20.9004014,5239,2024-02-19 10:23:28,52.2389523,2,5050,46.74221070101384,no
14733,182,21.0155935,5240,2024-02-19 10:23:26,52.2174066,1,7006,91.54571845890923,no
14734,187,21.068961,5241,2024-02-19 10:23:26,52.181523,9,3065,9.076394601576652,yes
14735,716,20.8732362,5242,2024-02-19 10:23:30,52.2155397,61,5016,40.405317282636354,no
14736,717,20.9204207,5243,2024-02-19 10:23:26,52.1971041,64,R-11,168.41545620894897,no
14738,517,20.8838312,5245,2024-02-19 10:23:32,52.1963402,015,4218,237.94816094581816,no
14739,177,20.8742086,5246,2024-02-19 10:23:29,52.2016376,675,4128,2.107771150721183,yes
14740,523,20.9132394,5247,2024-02-19 10:23:26,52.2401879,5,5034,39.87796066720871,no
14741,136,21.0530232,5248,2024-02-19 10:23:28,52.1460838,5,3142,39.775673751245655,no
14742,188,21.1035356,5249,2024-02-19 10:23:27,52.2466243,2,2109,88.53703505936787,no
14744,719,20.9138758,5251,2024-02-19 10:23:33,52.2377551,4,5034,8.673087211560027,yes
14745,105,20.9004067,5252,2024-02-19 10:23:31,52.23898,1,5050,44.98730706220643,no
14746,517,20.9271084,5253,2024-02-19 10:23:31,52.195903,6,4049,33.824787901847245,no
14747,191,20.9091564,5254,2024-02-19 10:23:30,52.1934827,5,4094,67.46711066602424,no
14748,401,21.0258549,5255,2024-02-19 10:23:30,52.1734734,3,,,no
14749,187,21.04631,5257,2024-02-19 10:23:27,52.21419,10,7073,112.85278736607602,no
14751,184,20.939015,5259,2024-02-19 10:23:21,52.278156,5,6023,49.300878313989735,no
14753,138,21.0528217,5401,2024-02-19 10:23:31,52.2597477,1,1034,2.4187899467885594,yes
14754,132,20.9686854,5402,2024-02-19 10:23:34,52.2720249,2,6005,16.90780363582005,no
14755,160,21.052589,5403,2024-02-19 10:23:32,52.27367,519,1139,8.346092441857765,yes
14756,509,21.102072,5404,2024-02-19 10:23:34,52.222065,3,2148,12.884246689529686,yes
14757,120,21.038763,5405,2024-02-19 10:23:33,52.352657,5,1291,76.66808415599736,no
14758,112,20.933945,5406,2024-02-19 10:23:31,52.271545,3,6047,71.65001759560906,no
14760,145,21.031218,5408,2024-02-19 10:23:33,52.28846,4,1083,14.808821227733178,yes
14761,738,21.088076,5409,2024-02-19 10:23:31,52.302723,3,1235,13.370600551581862,yes
14762,102,21.096926,5411,2024-02-19 10:23:31,52.248436,547,2110,2.818884920416858,yes
14763,509,20.94058,5412,2024-02-19 10:23:31,52.326923,8,1298,4.042807644930992,yes
14764,500,20.9821484,5413,2024-02-19 10:23:33,52.2532795,1,7091,9.048887597482567,yes
14766,518,20.972548,5415,2024-02-19 10:23:31,52.320515,6,1020,30.975194522257727,no
14767,160,21.059509,5416,2024-02-19 10:23:32,52.269428,517,1055,18.27543699552849,no
14768,245,21.043808,5417,2024-02-19 10:23:33,52.265713,05,R-13,364.08744188802945,no
14769,509,20.972492,5418,2024-02-19 10:23:31,52.320694,12,1020,26.968663341656946,no
14770,162,21.053202,5419,2024-02-19 10:23:32,52.196369,1,3060,53.639601384057634,no
14771,132,21.067106,5420,2024-02-19 10:23:31,52.323746,5,1182,30.64285769161031,no
14775,Z26,21.04713,5425,2024-02-19 10:23:33,52.2648492,04,R-13,145.93882793253036,no
14778,145,21.129385,5428,2024-02-19 10:23:34,52.251507,6,2073,12.310379632428093,yes
14779,511,20.9658099,5429,2024-02-19 10:23:34,52.330779,2,1022,4.211767842001708,yes
14780,190,20.9259,5430,2024-02-19 10:23:33,52.234,11,5104,9.120012248568298,yes
14781,160,21.064253,5431,2024-02-19 10:23:34,52.324818,516,1183,8.218150205113394,yes
14783,199,21.1797075,5433,2024-02-19 10:23:35,52.269149,3,2451,5.153736468672473,yes
14785,511,20.928164,5435,2024-02-19 10:23:32,52.291237,1,6059,12.755186572515715,yes
14786,112,20.9340481,5436,2024-02-19 10:23:30,52.2709322,2,6047,67.64252669175512,no
14787,190,20.90057,5437,2024-02-19 10:23:35,52.239178,8,5050,41.90592681380397,no
14788,120,21.0482127,5438,2024-02-19 10:23:34,52.2874905,8,1145,25.38647726508223,no
14789,738,21.196007,5439,2024-02-19 10:23:30,52.403557,5,1680,6.57726554018512,yes
14792,199,21.1176376,5442,2024-02-19 10:23:33,52.2905927,2,1494,26.69898611251471,no
14793,731,20.9415,5443,2024-02-19 10:23:32,52.355442,478,1027,6.287434823114215,yes
14794,512,21.049704,5444,2024-02-19 10:23:28,52.285999,4,1215,1.9321360940875603,yes
14795,527,21.049286,5445,2024-02-19 10:23:34,52.295219,515,1146,337.19338131281506,no
14797,512,21.052197,5447,2024-02-19 10:23:27,52.252941,2,1028,9.35696540677268,yes
14800,731,20.976051,5450,2024-02-19 10:23:32,52.315987,499,1019,65.07186893686074,no
14801,509,21.035666,5451,2024-02-19 10:23:34,52.254051,14,1003,37.61455087555201,no
14803,120,21.063143,5453,2024-02-19 10:23:33,52.31102,4,1180,33.287748288357406,no
14804,120,21.04627,5454,2024-02-19 10:23:34,52.273212,3,1138,22.731837737371976,no
14805,120,21.051094,5455,2024-02-19 10:23:31,52.25246,2,1028,9.779767900129379,yes
14806,190,20.926283,5456,2024-02-19 10:23:35,52.234089,1,5104,28.993196901388497,no
14807,731,20.921896,5457,2024-02-19 10:23:33,52.415001,479,1377,89.6576389141291,no
14808,245,21.069736,5458,2024-02-19 10:23:34,52.290749,1,1061,10.626688947919673,yes
14809,240,21.118843,5459,2024-02-19 10:23:34,52.338276,3,1240,12.17647338484609,yes
14810,723,20.982197,5460,2024-02-19 10:23:32,52.308697,470,1017,39.161666714379834,no
14811,175,21.012827,5870,2024-02-19 10:23:31,52.243191,408,7027,8.590287524770565,yes
14812,175,21.013206,5871,2024-02-19 10:23:28,52.230208,407,7013,24.597415319630578,no
14813,503,21.0297129,5872,2024-02-19 10:23:29,52.2082246,1,,,no
14814,128,20.96347,5873,2024-02-19 10:23:34,52.207771,411,4119,12.09641722751415,yes
14815,503,21.045145,5875,2024-02-19 10:23:31,52.182583,12,,,no
14816,175,20.998004,5877,2024-02-19 10:23:31,52.186853,700,R-07,220.44295135174104,no
14817,503,21.031712,5878,2024-02-19 10:23:32,52.205853,6,,,no
14819,128,21.0197385,5880,2024-02-19 10:23:32,52.2329974,333,7042,33.16769894708497,no
14820,127,21.0280737,5881,2024-02-19 10:23:35,52.2386252,3,7079,97.01616755310127,no
14821,503,21.039549,5882,2024-02-19 10:23:32,52.16074,11,,,no
14823,519,21.003889,5884,2024-02-19 10:23:33,52.229462,6,7002,74.55130484330772,no
14824,128,21.013046,5885,2024-02-19 10:23:32,52.243042,402,7027,14.011387666898953,yes
14825,519,21.024174,5886,2024-02-19 10:23:30,52.200108,7,3003,674.2295016787401,no
14826,519,21.066397,5887,2024-02-19 10:23:32,52.171577,5,3036,57.56518239953324,no
14827,503,21.004599,5888,2024-02-19 10:23:31,52.255592,3,,,no
14828,127,20.992718,5889,2024-02-19 10:23:33,52.225933,2,4052,62.549457871728514,no
14830,127,20.8951,5891,2024-02-19 10:23:35,52.2088,9,4224,24.54078496767401,no
14831,128,21.017508,5892,2024-02-19 10:23:31,52.23885,400,7044,42.50322696016806,no
14832,175,20.973442,5893,2024-02-19 10:23:30,52.173069,405,4200,110.82686058273065,no
14833,127,20.990698,5894,2024-02-19 10:23:32,52.225079,6,4001,8.92167873744382,yes
14834,128,20.986357,5896,2024-02-19 10:23:30,52.204861,334,4031,9.200039837425457,yes
14836,503,21.05015,5898,2024-02-19 10:23:30,52.144695,10,,,no
14837,519,21.084118,5899,2024-02-19 10:23:32,52.167858,8,3044,19.593294387726328,no
14838,116,21.062759,5900,2024-02-19 10:23:24,52.17506,4,,,no
14839,116,21.0839,5901,2024-02-19 10:23:33,52.168,5,,,no
14840,128,21.0127,5902,2024-02-19 10:23:32,52.2433,401,7027,22.39173897855389,no
14842,128,20.963095,5904,2024-02-19 10:23:33,52.207932,707,4119,43.32555359723542,no
14844,158,21.023497,5906,2024-02-19 10:23:33,52.232277,3,7041,11.574634532068387,yes
14845,128,21.116933,5907,2024-02-19 10:23:22,52.233863,702,R-10,115.28717058558287,no
14846,158,21.1176507,5908,2024-02-19 10:23:32,52.2337934, ,R-10,96.29669702309971,no
14849,175,21.116779,5911,2024-02-19 10:23:31,52.233956,706,R-10,129.25681465057983,no
14852,111,21.062653,5914,2024-02-19 10:23:33,52.232708,8,2140,75.69011650809767,no
14853,175,21.0128384,5915,2024-02-19 10:23:31,52.2429806,409,7027,14.54755164311232,yes
14854,180,20.9249,5916,2024-02-19 10:23:31,52.2724,13,,,no
14855,180,21.021189,5917,2024-02-19 10:23:33,52.231731,433,,,no
14856,520,21.116471,5919,2024-02-19 10:23:16,52.23395,09,2104,130.9785653942603,no
14857,503,21.04723,5920,2024-02-19 10:23:30,52.155884,8,,,no
14858,111,20.98035,5921,2024-02-19 10:23:30,52.244934,2,5157,82.12323190976784,no
14859,116,20.924746,5922,2024-02-19 10:23:34,52.272442,15,,,no
14860,128,20.964539,5923,2024-02-19 10:23:33,52.208183,410,4119,83.50853433166598,no
14862,503,21.006975,5925,2024-02-19 10:23:34,52.24839,2,,,no
14863,180,21.084049,5926,2024-02-19 10:23:31,52.168571,7,,,no
14864,116,21.033,5927,2024-02-19 10:23:34,52.2041,3,,,no
14865,116,21.0605,5928,2024-02-19 10:23:33,52.1771,8,,,no
14866,503,21.002331,5929,2024-02-19 10:23:29,52.254738,4,,,no
14867,111,21.092842,5930,2024-02-19 10:23:33,52.227825,5,2149,26.352397646576595,no
14868,116,20.9752,5931,2024-02-19 10:23:30,52.2711,12,,,no
14869,111,21.056112,5932,2024-02-19 10:23:31,52.238205,4,2138,44.00509254514016,no
14870,116,20.995693,5933,2024-02-19 10:23:31,52.258503,17,,,no
14871,128,20.989046,5934,2024-02-19 10:23:34,52.22506,412,4001,109.3615076524937,no
14872,175,20.978054,5935,2024-02-19 10:23:32,52.16954,404,4040,15.516665551650751,no
14873,111,21.101833,5936,2024-02-19 10:23:30,52.222347,7,2148,37.1753328114977,no
14874,175,21.00355,5937,2024-02-19 10:23:30,52.227882,403,7002,13.694708598583917,yes
14875,175,20.981606,5938,2024-02-19 10:23:33,52.191071,701,4035,16.716695992801846,no
14877,180,21.066607,5940,2024-02-19 10:23:30,52.184456,5,,,no
14878,180,21.013815,5941,2024-02-19 10:23:31,52.24538,10,,,no
14879,151,21.116657,5942,2024-02-19 10:23:31,52.234753,07,R-10,214.32091220834295,no
14881,180,21.0496,5944,2024-02-19 10:23:34,52.2018,438,,,no
14882,116,21.083857,5945,2024-02-19 10:23:30,52.16824,6,,,no
14884,507,21.117413,5947,2024-02-19 10:23:28,52.234798,010,R-10,208.76139994044334,no
14886,111,20.999458,5949,2024-02-19 10:23:32,52.246529,10,7099,107.09227134222907,no
14888,127,20.943241,5951,2024-02-19 10:23:31,52.205807,7,4047,5.5019255699976695,yes
14890,518,20.982548,5954,2024-02-19 10:23:31,52.26973,7,6003,7.2152223848610095,yes
14891,180,20.977144,5955,2024-02-19 10:23:32,52.24448,11,,,no
14892,518,20.9421,5956,2024-02-19 10:23:33,52.3346,5,1253,8.479024120392738,yes
14893,503,20.995321,5957,2024-02-19 10:23:20,52.186683,013,,,no
14895,116,20.9249256,5959,2024-02-19 10:23:33,52.2722856,14,,,no
14897,180,20.960836,5961,2024-02-19 10:23:32,52.259445,14,,,no
14898,127,20.934641,5962,2024-02-19 10:23:31,52.201694,1,4048,6.896358017147,yes
14899,518,20.999736,5963,2024-02-19 10:23:32,52.291663,3,1016,1404.1673870889297,no
14900,518,21.023445,5964,2024-02-19 10:23:32,52.228409,1,7040,9.22890938475313,yes
14902,180,20.948965,5966,2024-02-19 10:23:29,52.263947,12,,,no
14903,111,20.979124,5967,2024-02-19 10:23:31,52.244328,1,5157,15.345042449759822,no
14905,180,20.995737,5969,2024-02-19 10:23:33,52.258133,9,,,no
14906,111,21.045202,5970,2024-02-19 10:23:30,52.265076,011,R-13,245.63823495694515,no
14912,111,21.018639,5976,2024-02-19 10:23:33,52.234959,3,7049,100.16887249998882,no
14913,116,21.025467,5977,2024-02-19 10:23:30,52.218609,2,,,no
14915,180,21.018312,5979,2024-02-19 10:23:31,52.236118,9,,,no
14916,116,21.083826,5980,2024-02-19 10:23:32,52.168396,7,,,no
14918,111,21.044792,5982,2024-02-19 10:23:31,52.265312,6,R-13,283.992989586105,no
14919,518,21.023207,5983,2024-02-19 10:23:35,52.229038,2,7040,24.3389187154857,no
14921,116,21.002028,5985,2024-02-19 10:23:34,52.251827,11,,,no
14923,116,20.963133,5987,2024-02-19 10:23:34,52.275429,16,,,no
14924,116,20.931944,5988,2024-02-19 10:23:32,52.278885,13,,,no
14926,503,21.017469,5990,2024-02-19 10:23:33,52.238949,5,,,no
14928,180,20.972868,5992,2024-02-19 10:23:32,52.254749,1,,,no
14929,127,21.020508,5993,2024-02-19 10:23:30,52.243164,4,7100,6.8494353265551275,yes
14930,503,21.049911,5994,2024-02-19 10:23:34,52.144653,9,,,no
14932,175,20.986891,5996,2024-02-19 10:23:31,52.20784,406,4030,201.75038666511068,no
14933,518,20.938942,5997,2024-02-19 10:23:32,52.322948,4,1429,139.2663150968073,no
14935,116,21.020786,5999,2024-02-19 10:23:27,52.231583,10,,,no
14939,L18,20.8128646,60054,2024-02-19 10:23:33,52.3127996,2,6139,37.83597098732312,no
14940,L18,20.8266123,60055,2024-02-19 10:23:32,52.2908583,1,6123,63.863385121751186,no
14941,L29,20.4627678,60056,2024-02-19 10:23:31,52.2678891,1,6817,23.108817382599195,no
14943,L-7,20.8843325,60058,2024-02-19 10:23:35,52.3212615,2,,,no
14945,L-7,20.846978,60060,2024-02-19 10:23:00,52.3412538,1,,,no
14946,ZA1,20.92259,6200,2024-02-19 10:23:33,52.196121,03,,,no
14947,191,20.98387,6201,2024-02-19 10:23:34,52.218185,2,4003,10.79813956163957,yes
14948,401,20.9390289,6202,2024-02-19 10:23:34,52.1940317,2,,,no
14949,721,20.922913,6203,2024-02-19 10:23:33,52.196037,02,R-11,41.73472123835805,no
14952,401,21.03733,6206,2024-02-19 10:23:26,52.154389,4,,,no
14953,171,21.007145,6207,2024-02-19 10:23:31,52.237991,4,,,no
14954,187,20.885281,6208,2024-02-19 10:23:32,52.194904,1,4217,6.304287166259664,yes
14956,177,20.900984,6210,2024-02-19 10:23:33,52.239212,1,5050,6.084314714876478,yes
